"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Arron Afflalo",2010,"724","252","138","82","2221","108","249","0.434","164","336","0.488","10.9","4.3","2.8","1.4","0.576","0.168"
"2","Alexis Ajinça",2010,"10","4","0","6","30","0","0","0","5","10","0.5","6.3","0","-0.1","0","0.479","0.1"
"3","LaMarcus Aldridge",2010,"1393","627","160","78","2922","5","16","0.313","574","1153","0.498","18.2","8.8","5.5","3.3","0.535","0.26"
"4","Joe Alexander",2010,"4","5","2","8","29","0","1","0","1","5","0.2","2.8","0","0","0","0.273","0.5"
"5","Malik Allen",2010,"105","82","16","51","456","1","6","0.167","45","110","0.409","5.9","0.1","-0.3","0.3","0.431","0.112"
"6","Ray Allen*",2010,"1304","253","210","80","2819","145","399","0.363","319","574","0.556","15.2","7.9","5.1","2.9","0.601","0.26"
"7","Tony Allen",2010,"330","145","72","54","889","0","5","0","129","248","0.52","14.2","1.9","0.2","1.6","0.54","0.47"
"8","Rafer Alston",2010,"427","129","176","52","1421","58","168","0.345","97","278","0.349","8.2","-0.4","-1.6","1.2","0.443","0.182"
"9","Lou Amundson",2010,"371","346","31","79","1168","0","1","0","152","275","0.553","14.4","2.9","1.5","1.3","0.562","0.446"
"10","Chris Andersen",2010,"448","483","33","76","1695","0","3","0","142","248","0.573","15.8","5.9","3.2","2.7","0.631","0.94"
"11","David Andersen",2010,"367","208","44","63","891","27","78","0.346","120","262","0.458","12.1","1.3","0.4","0.9","0.497","0.197"
"12","Antonio Anderson",2010,"2","1","0","1","15","0","0","0","1","3","0.333","-1.7","0","0","0","0.333","0"
"13","Ryan Anderson",2010,"487","202","37","63","911","78","211","0.37","91","177","0.514","18.1","3.1","1.7","1.4","0.574","0.211"
"14","Carmelo Anthony",2010,"1943","454","222","69","2634","59","187","0.316","629","1315","0.478","22.2","7.9","5.6","2.4","0.548","0.407"
"15","Joel Anthony",2010,"218","249","12","80","1322","0","0","0","76","159","0.478","10.2","3.1","1","2","0.546","0.579"
"16","Gilbert Arenas",2010,"722","133","230","32","1169","63","181","0.348","190","435","0.437","18.7","1.8","0.9","0.9","0.511","0.336"
"17","Trevor Ariza",2010,"1072","403","276","72","2629","136","407","0.334","258","592","0.436","13.3","3.2","0.1","3.1","0.488","0.228"
"18","Hilton Armstrong",2010,"71","81","21","33","335","0","1","0","28","78","0.359","6.9","-0.1","-0.5","0.4","0.381","0.405"
"19","Carlos Arroyo",2010,"439","130","225","72","1585","7","25","0.28","171","350","0.489","12.3","3.7","2.2","1.5","0.529","0.24"
"20","Darrell Arthur",2010,"143","110","15","32","457","0","1","0","63","145","0.434","10.5","0.3","-0.1","0.4","0.449","0.205"
"21","Chucky Atkins",2010,"161","29","91","40","644","22","73","0.301","35","84","0.417","8.3","0.2","0.2","0.1","0.477","0.172"
"22","D.J. Augustin",2010,"508","97","193","80","1472","70","178","0.393","98","257","0.381","11.2","2.8","1.1","1.7","0.516","0.301"
"23","Jeff Ayres",2010,"104","98","1","39","405","0","0","0","43","65","0.662","12.1","1.3","0.8","0.6","0.705","0.308"
"24","Kelenna Azubuike",2010,"125","41","10","9","231","10","27","0.37","38","61","0.623","19.8","0.7","0.6","0.1","0.623","0.318"
"25","Renaldo Balkman",2010,"14","23","7","13","91","0","7","0","6","11","0.545","6.6","0","-0.2","0.2","0.339","0.333"
"26","Marcus Banks",2010,"109","23","26","22","244","7","24","0.292","32","49","0.653","15.3","0.5","0.4","0.1","0.635","0.397"
"27","Leandro Barbosa",2010,"418","69","64","44","786","44","136","0.324","111","229","0.485","14","1.1","0.7","0.4","0.526","0.2"
"28","J.J. Barea",2010,"596","146","258","78","1546","56","157","0.357","176","370","0.476","12.8","2.2","1","1.2","0.526","0.171"
"29","Andrea Bargnani",2010,"1376","493","93","80","2799","121","325","0.372","416","818","0.509","15.5","4.2","3.3","0.9","0.552","0.205"
"30","Matt Barnes",2010,"716","445","134","81","2097","66","207","0.319","205","350","0.586","13.6","5.9","2.5","3.4","0.576","0.262"
"31","Earl Barron",2010,"82","77","8","7","232","0","0","0","30","68","0.441","14.7","0.4","0.3","0.2","0.508","0.426"
"32","Brandon Bass",2010,"290","127","19","50","648","0","0","0","119","233","0.511","16.5","2","1","1","0.556","0.27"
"33","Tony Battie",2010,"36","23","3","15","134","1","4","0.25","13","36","0.361","6.1","0","-0.1","0.1","0.405","0.25"
"34","Shane Battier",2010,"534","312","164","67","2168","101","279","0.362","77","168","0.458","11.1","4.3","2.2","2.1","0.541","0.237"
"35","Nicolas Batum",2010,"375","141","44","37","918","54","132","0.409","85","136","0.625","17.3","3.5","2.4","1.1","0.646","0.19"
"36","Jerryd Bayless",2010,"630","120","172","74","1304","29","92","0.315","171","391","0.437","14.3","2.7","1.7","1","0.534","0.501"
