"","Player","PC1","PC2","allstar"
"1","Quincy Acy",1.54493974221865,-0.696123306118427,0
"2","Jordan Adams",0.716906537849209,-2.38581318634343,0
"3","Steven Adams",2.79822292983537,1.75265078288103,0
"4","Arron Afflalo",-0.406235456843543,0.419852707200644,0
"5",NA,-0.440374228022656,-1.0222216175975,0
"6","Cole Aldrich",1.75228970983754,0.310659576253007,0
"7","LaMarcus Aldridge",1.06732079528202,4.97332903080335,1
"8","Cliff Alexander",-0.942451871722854,-2.82202239971342,0
"9","Lavoy Allen",0.111479879054366,0.244716678245544,0
"10","Tony Allen",-0.404350687966935,0.0989471284994418,0
"11","Al-Farouq Aminu",-0.272887645479152,1.14714488942473,0
"12","Lou Amundson",-0.549070743997681,-2.57904184824559,0
"13","Chris Andersen",1.30374809330954,-0.791986796799137,0
"14","Alan Anderson",-0.387982412988576,-1.33693956325895,0
"15","James Anderson",-1.03563712477457,-2.36003469738559,0
"16","Justin Anderson",-0.0593477951431867,-1.52480660914104,0
"17","Kyle Anderson",-0.029520980700534,-0.0861016914943837,0
"18","Ryan Anderson",-0.207759461169527,1.54989476530382,0
"19","Giannis Antetokounmpo",1.54314942349166,3.92394396904584,0
"20","Thanasis Antetokounmpo",1.0333953867813,-2.73469268193324,0
"21","Carmelo Anthony",-0.880666081565688,4.07244908012696,1
"22","Joel Anthony",2.54506043260355,-2.13751108724739,0
"23","Keith Appling",-1.57813200443092,-3.36861479081666,0
"24","Trevor Ariza",0.108405132919606,1.81993284790316,0
"25","Darrell Arthur",-0.623529182765723,-0.221059432471409,0
"26",NA,1.24996274610644,-0.741831202128651,0
"27","D.J. Augustin",0.642657038842228,-0.280086361545213,0
"28","Jeff Ayres",0.446271498907298,-2.29920783864524,0
"29","Luke Babbitt",-0.402723700671238,-1.09580998891637,0
"30","Cameron Bairstow",-1.43344635252581,-2.54262647126247,0
"31","Leandro Barbosa",-0.0049654451156399,-0.890732489123865,0
"32","J.J. Barea",-0.161830865483963,0.355570957253827,0
"33","Andrea Bargnani",-0.6434762201385,-1.99859611308848,0
"34","Harrison Barnes",0.511531872369776,1.51284228562033,0
"35","Matt Barnes",-1.19278460830791,0.616253978100109,0
"36","Will Barton",-0.332466033813751,1.77070997479613,0
"37","Brandon Bass",1.79497888481321,0.435906395066384,0
"38","Nicolas Batum",-0.0591476859204939,2.90876743372857,0
"39","Jerryd Bayless",0.282050249187898,0.193470270455967,0
"40","Aron Baynes",0.876557881527076,0.265663229278802,0
"41","Kent Bazemore",0.184003015077359,1.48446922821569,0
"42","Bradley Beal",0.160236321898009,1.12412573269272,0
"43","Michael Beasley",0.419341989342544,0.104010029869345,0
