"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Shareef Abdur-Rahim",2004,"1384","639","174","85","2684","9","34","0.265","492","1020","0.482","19.9","8.1","6.1","2","0.557","0.407"
"2","Malik Allen",2004,"191","119","16","45","616","0","0","0","83","198","0.419","10.5","0.7","-0.1","0.8","0.449","0.167"
"3","Ray Allen*",2004,"1287","286","268","56","2152","148","378","0.392","299","639","0.468","21.7","6.9","6.5","0.4","0.566","0.266"
"4","Rafer Alston",2004,"838","226","372","82","2581","161","434","0.371","126","330","0.382","13.7","5.9","3.1","2.8","0.509","0.175"
"5","Chris Andersen",2004,"243","298","35","71","1029","0","1","0","90","202","0.446","14.4","2.4","0.5","1.9","0.486","0.527"
"6","Derek Anderson",2004,"694","182","228","51","1810","79","259","0.305","151","353","0.428","15.1","3.6","2.7","0.9","0.499","0.307"
"7","Kenny Anderson",2004,"262","81","125","44","905","1","4","0.25","112","252","0.444","11.1","1.5","0.4","1.1","0.473","0.188"
"8","Shandon Anderson",2004,"635","222","122","80","1974","36","128","0.281","202","436","0.463","10.1","1.7","0.2","1.5","0.5","0.285"
"9","Carmelo Anthony",2004,"1725","498","227","82","2995","69","214","0.322","555","1251","0.444","17.6","6.1","3.7","2.4","0.509","0.358"
"10","Robert Archibald",2004,"32","52","13","32","256","0","0","0","9","33","0.273","5.6","0.2","-0.2","0.4","0.343","0.939"
"11","Gilbert Arenas",2004,"1078","254","275","55","2066","125","333","0.375","233","581","0.401","16","2.6","1.1","1.5","0.512","0.347"
"12","Brandon Armstrong",2004,"151","43","14","56","434","19","52","0.365","46","123","0.374","5.5","-0.3","-0.8","0.5","0.427","0.023"
"13","Darrell Armstrong",2004,"840","226","311","79","2247","135","429","0.315","156","307","0.508","15.6","5.3","2.8","2.5","0.525","0.196"
"14","Carlos Arroyo",2004,"897","185","355","71","2008","38","117","0.325","301","651","0.462","16.8","4.7","3.5","1.2","0.517","0.293"
"15","Chucky Atkins",2004,"538","93","223","64","1544","81","241","0.336","111","243","0.457","12.1","2.7","1.5","1.3","0.511","0.2"
"16","Stacey Augmon",2004,"397","174","85","69","1416","1","7","0.143","142","340","0.418","10","1.6","0.4","1.3","0.486","0.401"
"17","Vin Baker",2004,"531","280","66","54","1313","1","3","0.333","207","429","0.483","14.8","2.8","1.7","1.1","0.53","0.363"
"18","Marcus Banks",2004,"480","133","175","81","1385","27","86","0.314","150","356","0.421","11","0.7","-0.6","1.4","0.48","0.296"
"19","Leandro Barbosa",2004,"550","123","165","70","1500","83","210","0.395","127","260","0.488","12.7","1.9","0.9","1","0.553","0.13"
"20","Matt Barnes",2004,"171","151","48","38","724","2","13","0.154","61","125","0.488","10.6","0.7","0.4","0.3","0.519","0.442"
"21","Dana Barros",2004,"6","0","0","1","11","0","0","0","2","3","0.667","17.8","0.1","0.1","0","0.773","0.667"
"22","Brent Barry",2004,"635","204","342","59","1803","114","252","0.452","101","175","0.577","18.3","5.7","4.9","0.7","0.668","0.258"
"23","Jon Barry",2004,"351","123","147","57","1101","51","138","0.37","69","159","0.434","14.6","2.8","1.7","1.1","0.535","0.239"
"24","Mengke Bateer",2004,"8","8","1","7","40","0","0","0","4","7","0.571","7.2","0.1","0","0","0.571","0"
"25","Tony Battie",2004,"408","359","58","73","1478","2","9","0.222","168","375","0.448","11.9","2.3","0.8","1.4","0.482","0.232"
"26","Shane Battier",2004,"669","303","101","79","1947","65","186","0.349","177","357","0.496","15.3","5.9","3.5","2.3","0.544","0.302"
"27","Lonny Baxter",2004,"251","187","20","62","766","1","3","0.333","102","206","0.495","12.6","1.5","0.5","1","0.518","0.364"
"28","Jerome Beasley",2004,"2","1","0","2","5","0","0","0","1","3","0.333","5.9","0","0","0","0.333","0"
"29","Raja Bell",2004,"915","241","107","82","2020","62","166","0.373","267","639","0.418","12.7","3.7","2.2","1.5","0.5","0.308"
"30","Troy Bell",2004,"11","4","4","6","34","0","4","0","4","14","0.286","-4.5","-0.2","-0.2","0","0.285","0.167"
"31","Jonathan Bender",2004,"148","40","9","21","271","9","22","0.409","41","84","0.488","15.7","0.5","0.1","0.4","0.584","0.443"
"32","Travis Best",2004,"171","68","112","61","762","3","20","0.15","61","152","0.401","10.1","0.7","0.5","0.2","0.445","0.267"
"33","Mike Bibby",2004,"1506","277","444","82","2980","148","378","0.392","379","792","0.479","19.3","9.3","8","1.3","0.564","0.319"
"34","Chauncey Billups",2004,"1318","276","446","78","2758","130","335","0.388","262","661","0.396","18.6","11.3","7.1","4.2","0.55","0.462"
"35","Steve Blake",2004,"444","117","209","75","1392","75","202","0.371","82","205","0.4","10.9","0.7","0.1","0.7","0.509","0.165"
"36","Corie Blount",2004,"245","275","55","62","1050","0","3","0","115","250","0.46","11.9","1.9","0.3","1.6","0.462","0.107"
"37","Mark Blount",2004,"843","589","75","82","2402","0","0","0","342","604","0.566","16","6.5","3.7","2.9","0.601","0.366"
"38","Keith Bogans",2004,"498","317","98","73","1787","67","187","0.358","116","267","0.434","11","1.3","1.3","0","0.499","0.227"
"39","Calvin Booth",2004,"345","280","28","71","1206","0","2","0","135","288","0.469","13.6","2.2","1.3","0.9","0.521","0.324"
"40","Carlos Boozer",2004,"1162","857","148","75","2592","1","6","0.167","470","894","0.526","20.8","9.4","6.1","3.4","0.567","0.317"
"41","Curtis Borchardt",2004,"58","54","15","16","258","0","1","0","22","55","0.4","7.9","0.1","-0.2","0.3","0.454","0.321"
"42","Chris Bosh",2004,"861","557","78","75","2510","5","14","0.357","322","698","0.461","15.1","6.2","2.5","3.8","0.513","0.404"
"43","Ruben Boumtje-Boumtje",2004,"4","1","1","9","26","0","0","0","1","5","0.2","3.4","0","0","0","0.34","0.4"
"44","Bruce Bowen",2004,"565","253","113","82","2624","77","212","0.363","134","290","0.462","8.2","5.4","0.8","4.6","0.512","0.227"
"45","Ryan Bowen",2004,"46","87","18","52","392","0","0","0","18","53","0.34","9.9","0.8","0.3","0.5","0.395","0.226"
"46","Earl Boykins",2004,"839","143","295","82","1849","55","171","0.322","266","595","0.447","16.2","4.1","3.3","0.8","0.501","0.211"
"47","Michael Bradley",2004,"15","23","1","16","98","0","0","0","7","15","0.467","4.1","0","-0.1","0.1","0.472","0.133"
"48","Shawn Bradley",2004,"219","173","20","66","773","0","1","0","89","187","0.476","15.6","2.3","1.5","0.9","0.523","0.261"
"49","Torraye Braggs",2004,"40","39","7","15","154","0","0","0","16","33","0.485","9.5","0.2","0","0.2","0.522","0.364"
"50","Elton Brand",2004,"1379","714","227","69","2670","0","1","0","484","981","0.493","23.2","9.7","7.9","1.8","0.567","0.542"
"51","J.R. Bremer",2004,"118","36","51","36","443","19","74","0.257","24","84","0.286","6.2","-0.5","-0.7","0.3","0.354","0.127"
"52","Jamison Brewer",2004,"32","11","17","13","160","5","14","0.357","8","21","0.381","6.6","0","-0.2","0.2","0.425","0.171"
"53","Primož Brezec",2004,"28","15","3","18","72","0","0","0","12","26","0.462","9.7","0.1","0","0.1","0.489","0.231"
"54","Damone Brown",2004,"3","5","0","3","17","0","0","0","1","10","0.1","-4.3","-0.1","-0.2","0","0.138","0.2"
"55","Devin Brown",2004,"234","130","33","58","627","4","14","0.286","81","182","0.445","13.1","1.7","0.5","1.2","0.512","0.378"
"56","Kedrick Brown",2004,"289","146","64","55","969","38","99","0.384","79","155","0.51","12.5","2","1.4","0.6","0.543","0.106"
"57","Kwame Brown",2004,"805","550","112","74","2239","1","2","0.5","287","587","0.489","15.7","4.9","2.9","2","0.547","0.567"
"58","P.J. Brown",2004,"836","690","155","80","2753","0","1","0","339","711","0.477","15.7","8.1","4.7","3.4","0.527","0.26"
"59","Tierre Brown",2004,"6","1","2","3","17","0","0","0","2","4","0.5","-9.2","-0.2","-0.2","0","0.521","1"
"60","Rick Brunson",2004,"118","37","82","40","412","11","23","0.478","29","82","0.354","13.1","0.6","0.2","0.4","0.497","0.295"
"61","Kobe Bryant*",2004,"1557","359","330","65","2447","71","217","0.327","445","961","0.463","23.7","10.7","7.8","3","0.551","0.452"
"62","Greg Buckner",2004,"164","103","45","53","703","12","44","0.273","54","131","0.412","7.4","0.3","-0.3","0.7","0.439","0.154"
"63","Rodney Buford",2004,"41","15","7","22","141","0","2","0","19","54","0.352","6.2","-0.2","-0.3","0.1","0.35","0.107"
"64","Caron Butler",2004,"623","326","126","68","2030","10","42","0.238","230","589","0.39","10.7","2.1","-0.2","2.4","0.44","0.279"
"65","Mitchell Butler",2004,"134","71","32","41","552","11","30","0.367","43","94","0.457","9.3","0.5","0.2","0.3","0.498","0.194"
"66","Rasual Butler",2004,"304","61","23","45","675","50","108","0.463","69","142","0.486","14","1.6","1","0.5","0.586","0.084"
"67","Žarko Cabarkapa",2004,"203","99","40","49","570","6","32","0.188","75","165","0.455","8.4","-0.4","-0.7","0.3","0.461","0.269"
"68","Marcus Camby",2004,"622","727","132","72","2162","0","2","0","262","547","0.479","17.8","6.9","2.6","4.3","0.511","0.248"
"69","Elden Campbell",2004,"361","209","45","65","892","0","0","0","138","314","0.439","13.8","2.1","0.1","2","0.49","0.395"
"70","Brian Cardinal",2004,"733","317","103","76","1634","55","124","0.444","165","342","0.482","19.4","7.2","5.5","1.7","0.626","0.582"
"71","Matt Carroll",2004,"19","6","2","16","70","1","3","0.333","6","13","0.462","3.8","0","-0.1","0","0.51","0.375"
"72","Anthony Carter",2004,"22","11","12","5","87","0","3","0","11","34","0.324","0.3","-0.3","-0.5","0.2","0.297","0"
"73","Maurice Carter",2004,"42","11","4","10","110","4","11","0.364","7","24","0.292","5.8","0","-0.1","0","0.479","0.571"
"74","Vince Carter",2004,"1645","349","348","73","2785","93","243","0.383","515","1214","0.424","20","6","2.6","3.4","0.501","0.286"
"75","Sam Cassell",2004,"1603","271","592","81","2838","74","186","0.398","546","1084","0.504","22.8","12.1","8.8","3.3","0.566","0.261"
"76","Kelvin Cato",2004,"418","472","72","69","1743","0","0","0","161","360","0.447","13.2","4.6","1.1","3.5","0.495","0.394"
"77","Tyson Chandler",2004,"213","270","23","35","782","0","1","0","67","157","0.427","14.2","1.9","0.7","1.2","0.507","0.747"
"78","Calbert Cheaney",2004,"603","260","136","79","2067","0","10","0","278","568","0.489","10.6","2.3","1","1.3","0.493","0.133"
"79","Doug Christie",2004,"831","329","347","82","2780","49","142","0.345","268","546","0.491","14","5.7","3.4","2.4","0.544","0.25"
"80","Keon Clark",2004,"4","7","1","2","27","0","0","0","2","6","0.333","8.8","0","0","0","0.333","0"
"81","Speedy Claxton",2004,"634","156","267","60","1595","4","22","0.182","220","502","0.438","17.3","4.2","2.6","1.6","0.509","0.427"
"82","Mateen Cleaves",2004,"15","7","19","4","92","0","1","0","7","22","0.318","6.8","0","-0.1","0.1","0.314","0.087"
"83","Derrick Coleman",2004,"271","192","46","34","843","8","36","0.222","99","223","0.444","11.6","0.8","-0.4","1.2","0.471","0.251"
"84","Bimbo Coles",2004,"28","10","15","22","170","0","0","0","12","34","0.353","1.8","-0.1","-0.2","0.1","0.382","0.176"
"85","Jason Collier",2004,"226","111","17","20","545","1","4","0.25","78","161","0.484","14.6","1.2","0.9","0.3","0.558","0.515"
"86","Jarron Collins",2004,"482","316","77","81","1732","0","1","0","147","294","0.5","11.1","4.2","3.1","1.1","0.587","0.888"
"87","Jason Collins",2004,"462","400","153","78","2220","0","2","0","163","382","0.427","10","4.9","1.4","3.5","0.497","0.479"
"88","Brian Cook",2004,"155","101","20","35","442","0","5","0","67","136","0.493","14","1.1","0.5","0.7","0.505","0.199"
"89","Omar Cook",2004,"14","6","24","17","139","0","1","0","7","26","0.269","4.7","-0.2","-0.3","0.1","0.259","0"
"90","Chris Crawford",2004,"569","175","45","56","1207","44","113","0.389","167","358","0.466","15.8","2.7","2.2","0.5","0.544","0.253"
"91","Jamal Crawford",2004,"1383","283","405","80","2811","165","521","0.317","344","797","0.432","15.9","4.1","1.9","2.1","0.486","0.182"
"92","Austin Croshere",2004,"387","243","52","77","1051","56","144","0.389","63","163","0.387","14.4","3.4","1.6","1.8","0.549","0.339"
"93","Eddy Curry",2004,"1070","451","68","73","2154","1","1","1","416","839","0.496","14.8","3","1.1","1.8","0.538","0.417"
"94","Michael Curry",2004,"204","87","53","70","1229","3","15","0.2","73","181","0.403","3.6","0.3","-0.6","0.9","0.46","0.296"
"95","Samuel Dalembert",2004,"652","626","21","82","2197","0","1","0","270","498","0.542","16.1","6.9","3","4","0.566","0.349"
"96","Erick Dampier",2004,"913","887","60","74","2403","0","2","0","348","648","0.537","20.1","8.9","5.5","3.4","0.573","0.511"
"97","Antonio Daniels",2004,"571","142","298","71","1512","42","116","0.362","145","282","0.514","19.7","5.8","5.8","0","0.596","0.462"
"98","Marquis Daniels",2004,"477","146","116","56","1039","11","36","0.306","192","375","0.512","20.1","3.2","2.7","0.4","0.536","0.19"
"99","Antonio Davis",2004,"708","671","137","80","2570","0","0","0","266","660","0.403","11.8","3.8","1","2.8","0.465","0.348"
"100","Baron Davis",2004,"1532","287","501","67","2686","187","582","0.321","367","820","0.448","20.7","7.5","4.3","3.2","0.492","0.251"
"101","Dale Davis",2004,"331","398","72","76","1682","0","0","0","133","281","0.473","12.9","3.9","2.4","1.5","0.505","0.377"
"102","Hubert Davis",2004,"4","8","4","17","78","0","1","0","1","10","0.1","-2.3","-0.1","-0.2","0.1","0.168","0.182"
"103","Josh Davis",2004,"5","5","0","4","23","0","2","0","2","3","0.667","2.1","0","0","0","0.46","0.2"
"104","Ricky Davis",2004,"1140","358","259","79","2474","52","140","0.371","394","810","0.486","16.1","4.4","2.4","2","0.533","0.287"
"105","Andrew DeClercq",2004,"230","317","44","71","1211","0","0","0","93","195","0.477","10.6","1.7","1.1","0.6","0.526","0.277"
"106","Tony Delk",2004,"197","59","28","33","509","20","66","0.303","50","118","0.424","13.2","0.8","0.6","0.3","0.484","0.239"
"107","Derrick Dial",2004,"26","13","2","9","86","2","9","0.222","7","19","0.368","11.6","0.1","0","0","0.412","0.286"
"108","Boris Diaw",2004,"342","342","182","76","1919","6","26","0.231","134","287","0.467","8.8","0.8","-0.3","1.1","0.483","0.297"
"109","Dan Dickau",2004,"95","26","38","43","294","10","30","0.333","27","68","0.397","9","0","-0.2","0.2","0.456","0.143"
"110","Kaniel Dickens",2004,"7","2","0","3","12","0","0","0","3","3","1","23.1","0","0","0","0.902","0.667"
"111","DeSagana Diop",2004,"126","199","34","56","730","0","0","0","57","147","0.388","10.4","1","-0.1","1.1","0.404","0.136"
"112","Vlade Divac*",2004,"800","463","432","81","2317","2","13","0.154","312","655","0.476","16.3","5.3","3.5","1.8","0.511","0.389"
"113","Juan Dixon",2004,"664","148","137","71","1478","59","198","0.298","188","439","0.428","13.5","1.4","0.3","1.1","0.476","0.218"
"114","Michael Doleac",2004,"325","265","44","72","1029","0","0","0","140","322","0.435","12.4","1.7","0.5","1.2","0.471","0.161"
"115","Keyon Dooling",2004,"360","79","130","58","1137","8","46","0.174","129","306","0.422","10","0.3","0.2","0.1","0.458","0.267"
"116","Bryce Drew",2004,"12","6","13","15","78","1","7","0.143","3","11","0.273","4.5","-0.2","-0.2","0.1","0.311","0.167"
"117","Predrag Drobnjak",2004,"382","196","39","61","949","11","36","0.306","138","343","0.402","12.6","0.7","0.3","0.4","0.458","0.227"
"118","Tim Duncan*",2004,"1538","859","213","69","2527","2","12","0.167","590","1169","0.505","27.1","13.1","5.9","7.2","0.534","0.498"
"119","Mike Dunleavy",2004,"877","442","220","75","2336","94","254","0.37","229","466","0.491","15.1","5.2","3","2.2","0.547","0.257"
"120","Ronald Dupree",2004,"292","167","55","47","893","4","9","0.444","107","273","0.392","9.7","0.5","-0.4","0.9","0.445","0.372"
"121","Ndudi Ebi",2004,"13","3","3","17","32","0","0","0","6","14","0.429","9.3","0","-0.1","0","0.412","0.286"
"122","Howard Eisley",2004,"460","129","273","67","1457","52","163","0.319","114","288","0.396","12.4","1.7","0.9","0.8","0.469","0.197"
