"","Player","PC1","PC2","allstar"
"1","Gary Alcorn",-1.6105966900519,-2.39543065781509,0
"2","Paul Arizin",1.39774840860104,2.75691883729267,1
"3","Al Attles",-0.185221771970912,-1.04874576783149,0
"4","Dick Barnett",0.976497168728311,0.91400731240032,0
"5","Elgin Baylor",1.45761302482343,6.76195510590332,1
"6","Ernie Beck",-0.835853380703598,-1.98479561366611,0
"7","Whitey Bell",-1.36606079001972,-2.60163233881882,0
"8","Al Bianchi",-1.25322439294518,-1.92683147297425,0
"9","Bucky Bockhorn",-1.00805251373752,-0.371399443261858,0
"10","Bob Boozer",0.721566453093767,-0.871907822940456,0
"11","Carl Braun",-0.0372074697493806,-1.25542131512433,0
"12","Dave Budd",0.690013267095741,-1.35949353852399,0
"13","Barney Cable",0.218390121975213,-0.467012857680721,0
"14","Wilt Chamberlain",4.63925494022907,8.14034313439591,1
"15","Gene Conley",-0.61768091780219,-0.709721078563796,0
"16","Ed Conlin",-1.29316777920424,-1.41866455734113,0
"17","Larry Costello",2.32307443655376,1.89853460247404,1
"18","Bob Cousy",-0.891204532075149,2.44019966364361,1
"19","Ralph Davis",-1.37524156836584,-1.82842263425422,0
"20","Archie Dees",0.348042382341818,-1.8164189879995,0
"21","Walter Dukes",1.57480413850536,0.827205356325666,1
"22","Wayne Embry",1.06370439256093,0.596535278670329,1
"23","Mike Farmer",-0.90965896198789,-1.451247110273,0
"24","Ray Felix",-0.117951623095858,-0.999612915582019,0
"25","Al Ferrari",-0.197099631233439,-1.38999550385649,0
"26","Bob Ferry",1.06514302885013,0.0293874119216215,0
"27","Larry Foust",0.747596458356108,-0.531945510491894,0
"28","Dave Gambee",0.851314621057127,0.612656963042971,0
"29","Dick Garmaker",1.27904515531836,0.568877834830784,0
"30","Jack George",-0.71609094746854,-2.01027807184772,0
"31","Tom Gola",0.882274332040411,1.72079405116137,1
"32","Joe Graboski",-0.894507940055472,-1.65701480578097,0
"33","Johnny Green",0.505920618398865,-0.190690100348386,0
"34","Si Green",-0.592136522875099,-0.236172347866347,0
"35","Hal Greer",1.14706463355683,2.0426393366198,1
"36","Gene Guarilia",-1.53342597265231,-2.06961789957545,0
"37","Richie Guerin",0.33268827164495,2.28581845861879,1
"38","Cliff Hagan",1.23838751908167,3.53655652345848,1
"39","Swede Halbrook",-1.42902811297622,-1.652248370482,0
"40","Vern Hatton",-1.93622751307467,-2.24067515362357,0
