"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Kareem Abdul-Jabbar*",1988,"1165","478","135","80","2308","0","1","0","480","902","0.532","15.8","5.3","2.6","2.7","0.57","0.298"
"2","Mark Acres",1988,"287","270","42","79","1151","0","0","0","108","203","0.532","9.3","2.2","1.1","1","0.57","0.547"
"3","Alvan Adams",1988,"611","365","183","82","1646","1","2","0.5","250","504","0.496","13.1","2.2","0.6","1.6","0.543","0.253"
"4","Michael Adams",1988,"1137","223","503","82","2778","139","379","0.367","277","548","0.505","15.6","7.5","4.4","3.2","0.56","0.215"
"5","Mark Aguirre",1988,"1932","434","278","77","2610","52","172","0.302","694","1399","0.496","21.9","8.8","6.5","2.3","0.539","0.321"
"6","Danny Ainge",1988,"1270","249","503","81","3018","148","357","0.415","334","625","0.534","15.9","8.6","6.7","1.9","0.598","0.183"
"7","Mark Alarie",1988,"327","160","39","63","769","4","18","0.222","140","282","0.496","11.6","0.9","0.3","0.6","0.508","0.163"
"8","Steve Alford",1988,"59","23","23","28","197","1","8","0.125","20","47","0.426","11.6","0.3","0","0.3","0.472","0.309"
"9","Greg Anderson",1988,"957","513","79","82","1984","1","5","0.2","378","751","0.503","14.7","2.3","0.8","1.5","0.531","0.434"
"10","Richard Anderson",1988,"448","303","112","74","1350","48","150","0.32","123","289","0.426","11.1","2.3","0.7","1.6","0.474","0.175"
"11","Ron Anderson",1988,"542","216","78","74","1097","0","2","0","217","434","0.5","16.2","2.5","1.3","1.2","0.544","0.323"
"12","Joe Arlauckas",1988,"34","13","8","9","85","0","0","0","14","43","0.326","7.9","-0.1","-0.1","0.1","0.365","0.186"
"13","Vincent Askew",1988,"52","22","33","14","234","0","0","0","22","74","0.297","7.1","-0.2","-0.4","0.2","0.33","0.149"
"14","John Bagley",1988,"981","257","479","82","2774","47","161","0.292","346","735","0.471","12.4","2.6","0.8","1.7","0.503","0.201"
"15","James Bailey",1988,"288","210","42","65","869","0","4","0","109","237","0.46","8.3","0.4","-0.2","0.6","0.514","0.369"
"16","Thurl Bailey",1988,"1604","531","158","82","2804","1","3","0.333","632","1283","0.493","16.3","6.8","2.7","4.1","0.547","0.317"
"17","Charles Barkley*",1988,"2264","951","254","80","3170","44","157","0.28","709","1126","0.63","27.6","16.7","13.4","3.3","0.665","0.741"
"18","John Battle",1988,"713","113","158","67","1227","16","41","0.39","262","572","0.458","16.3","2.3","1.5","0.8","0.512","0.307"
"19","William Bedford",1988,"101","65","4","38","298","0","0","0","44","101","0.436","9","0.2","-0.2","0.5","0.454","0.228"
"20","Benoit Benjamin",1988,"860","530","172","66","2171","0","8","0","340","685","0.496","14.1","2","-1.4","3.5","0.534","0.368"
"21","Kent Benson",1988,"5","1","0","2","12","0","0","0","2","2","1","11.8","0","0","0","0.868","1"
"22","Walter Berry",1988,"1272","395","110","73","1922","0","0","0","540","960","0.563","18.8","3.4","2.7","0.7","0.578","0.333"
"23","Larry Bird*",1988,"2275","703","467","76","2965","98","237","0.414","783","1435","0.546","27.8","15","11.2","3.8","0.608","0.271"
"24","Otis Birdsong",1988,"730","167","222","67","1882","9","25","0.36","328","711","0.461","10.4","-0.1","-0.9","0.8","0.47","0.125"
"25","Uwe Blab",1988,"162","134","35","73","658","0","0","0","58","132","0.439","7.4","0.5","-0.1","0.6","0.504","0.492"
"26","Rolando Blackman",1988,"1325","246","262","71","2580","0","5","0","497","1045","0.476","16","6.8","5.1","1.6","0.544","0.361"
"27","Nate Blackwell",1988,"37","6","18","10","112","2","11","0.182","13","30","0.433","6.1","-0.1","-0.1","0","0.424","0.146"
"28","Muggsy Bogues",1988,"393","136","404","79","1628","3","16","0.188","163","410","0.398","12.7","2.3","0.2","2.1","0.429","0.174"
"29","Manute Bol",1988,"176","275","13","77","1136","0","1","0","75","164","0.457","10.8","2","-0.1","2.1","0.472","0.297"
"30","Dudley Bradley",1988,"423","127","151","65","1437","37","102","0.363","119","263","0.452","11.4","1.9","0.1","1.8","0.519","0.266"
"31","Adrian Branch",1988,"133","48","16","20","308","1","5","0.2","55","129","0.426","10.4","-0.1","-0.5","0.3","0.461","0.172"
"32","Randy Breuer",1988,"968","551","103","81","2258","0","0","0","390","788","0.495","15.3","5.1","2.4","2.8","0.53","0.363"
"33","Frank Brickowski",1988,"1119","483","266","70","2227","1","5","0.2","424","800","0.53","16","4.1","3","1.1","0.584","0.434"
"34","Michael Brooks",1988,"43","44","13","16","133","0","0","0","20","49","0.408","9.6","0","-0.1","0.2","0.424","0.082"
"35","Mike Brown",1988,"197","159","28","46","591","0","1","0","78","173","0.451","10","0.7","0","0.7","0.48","0.408"
"36","Steve Burtt",1988,"171","27","38","19","312","0","4","0","62","134","0.463","10.2","-0.1","-0.4","0.2","0.508","0.5"
"37","Michael Cage",1988,"1046","938","110","72","2660","0","1","0","360","765","0.471","16.4","6.7","2.9","3.8","0.537","0.619"
"38","Tony Campbell",1988,"143","27","15","13","242","1","3","0.333","56","98","0.571","14.2","0.4","0.2","0.2","0.605","0.386"
"39","Rick Carlisle",1988,"74","13","32","26","204","6","17","0.353","23","50","0.46","9","0.2","-0.1","0.2","0.515","0.164"
"40","Antoine Carr",1988,"705","289","103","80","1483","1","4","0.25","280","513","0.546","15.5","3.8","2","1.8","0.59","0.352"
"41","Joe Barry Carroll",1988,"976","489","113","77","2004","0","2","0","402","922","0.436","13.6","1.6","-1.1","2.7","0.477","0.244"
"42","Bill Cartwright",1988,"914","384","85","82","1676","0","0","0","287","528","0.544","17.8","6.4","4.3","2.1","0.639","0.807"
"43","Terry Catledge",1988,"746","397","63","70","1610","0","2","0","296","583","0.508","14.7","3.5","2","1.5","0.542","0.402"
"44","Tom Chambers",1988,"1674","490","212","82","2680","33","109","0.303","578","1255","0.461","16.8","6.4","3.7","2.7","0.526","0.38"
"45","Maurice Cheeks*",1988,"1086","253","635","79","2871","3","22","0.136","425","843","0.504","18","8.3","6.1","2.2","0.551","0.318"
"46","Ben Coleman",1988,"593","350","62","70","1498","0","3","0","226","450","0.502","12","1.8","0.4","1.4","0.555","0.408"
"47","Norris Coleman",1988,"153","81","13","29","431","1","2","0.5","65","189","0.344","6.6","-0.4","-0.8","0.4","0.37","0.188"
"48","Steve Colter",1988,"484","173","261","68","1513","3","10","0.3","200","431","0.464","12.8","2.6","1.2","1.4","0.501","0.215"
"49","Dallas Comegys",1988,"418","218","65","75","1122","0","1","0","156","362","0.431","9.5","-0.3","-1.6","1.3","0.487","0.413"
"50","Lester Conner",1988,"132","38","59","52","399","0","7","0","50","101","0.495","13.6","0.7","0.1","0.6","0.524","0.38"
"51","Jeff Cook",1988,"51","106","14","33","359","0","1","0","14","58","0.241","5.7","0.1","-0.2","0.3","0.358","0.475"
"52","Michael Cooper",1988,"532","228","289","61","1793","57","178","0.32","132","304","0.434","11.6","3.1","1.3","1.8","0.5","0.234"
"53","Wayne Cooper",1988,"286","270","30","45","865","0","1","0","118","269","0.439","11.7","1.2","-0.2","1.4","0.477","0.248"
"54","Tyrone Corbin",1988,"625","350","115","84","1739","1","6","0.167","256","519","0.493","12.4","3","1.1","1.9","0.534","0.263"
"55","Dave Corzine",1988,"804","527","154","80","2328","1","9","0.111","343","706","0.486","13.6","4.9","1.9","3","0.514","0.214"
"56","Winston Crite",1988,"87","64","15","29","258","0","0","0","34","68","0.5","9.8","0.1","0","0.2","0.551","0.368"
"57","Pat Cummings",1988,"339","235","37","62","946","0","1","0","140","306","0.458","9.6","1.1","0","1.1","0.495","0.261"
