"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Kareem Abdul-Jabbar*",1984,"1717","587","211","80","2622","0","1","0","716","1237","0.579","21.3","8.9","5.9","3.1","0.608","0.318"
"2","Alvan Adams",1984,"670","319","219","70","1452","0","4","0","269","578","0.465","16.6","3.3","1.5","1.8","0.513","0.275"
"3","Mark Aguirre",1984,"2330","469","358","79","2900","15","56","0.268","910","1709","0.532","23.5","9","7","2","0.572","0.352"
"4","Danny Ainge",1984,"384","116","162","71","1154","6","22","0.273","160","339","0.472","10.4","1.8","0.5","1.3","0.498","0.155"
"5","J.J. Anderson",1984,"122","63","22","48","311","0","3","0","55","127","0.433","11.6","0.1","-0.2","0.3","0.427","0.223"
"6","Richard Anderson",1984,"663","406","193","78","1380","3","19","0.158","269","619","0.435","14.6","1.3","0.3","1","0.471","0.235"
"7","Tiny Archibald*",1984,"340","76","160","46","1038","4","18","0.222","132","261","0.506","10.6","1.4","0.3","1.1","0.526","0.362"
"8","Ken Austin",1984,"12","3","1","7","28","0","0","0","6","13","0.462","5.6","0","0","0","0.462","0"
"9","John Bagley",1984,"673","156","333","76","1712","2","17","0.118","255","590","0.432","12.8","0.9","-0.4","1.3","0.485","0.326"
"10","James Bailey",1984,"646","294","79","73","1174","0","1","0","254","516","0.492","15.5","2.3","1","1.3","0.537","0.371"
"11","Thurl Bailey",1984,"692","464","129","81","2009","0","0","0","302","590","0.512","12.9","3.6","1.3","2.3","0.539","0.198"
"12","Greg Ballard",1984,"1188","488","290","82","2701","2","15","0.133","508","1046","0.486","15.3","5.6","2.4","3.2","0.515","0.196"
"13","Gene Banks",1984,"1049","582","254","80","2600","1","6","0.167","423","741","0.571","15.4","6.2","4.5","1.7","0.606","0.361"
"14","Dave Batton",1984,"10","4","3","4","31","0","0","0","5","10","0.5","6.4","0","-0.1","0","0.5","0"
"15","Kent Benson",1984,"579","409","130","82","1734","0","1","0","248","450","0.551","14","4.7","2.5","2.2","0.584","0.224"
"16","Larry Bird*",1984,"1908","796","520","79","3028","18","73","0.247","740","1469","0.504","24.2","13.6","7.9","5.6","0.552","0.273"
"17","Otis Birdsong",1984,"1365","170","266","69","2168","5","20","0.25","578","1127","0.513","16.8","4.5","2.4","2.1","0.53","0.278"
"18","Rolando Blackman",1984,"1815","373","288","81","3025","1","11","0.091","720","1309","0.55","19.8","9.8","8.3","1.5","0.596","0.347"
"19","Tom Boswell",1984,"73","64","16","38","261","1","1","1","27","51","0.529","10.2","0.6","0.4","0.3","0.596","0.404"
"20","Charles Bradley",1984,"11","3","5","8","39","0","0","0","3","7","0.429","0.5","-0.1","-0.1","0","0.546","1"
"21","Mike Bratz",1984,"561","143","252","82","1428","15","51","0.294","198","470","0.421","12.9","1.9","0.6","1.3","0.483","0.263"
"22","Randy Breuer",1984,"168","109","17","57","472","0","0","0","68","177","0.384","9.2","0.3","-0.5","0.8","0.426","0.26"
"23","Ron Brewer",1984,"413","63","50","53","992","3","14","0.214","176","389","0.452","9.6","0.3","0.1","0.2","0.477","0.166"
"24","Junior Bridgeman",1984,"1220","332","265","81","2431","6","31","0.194","503","1063","0.473","14.3","5.1","2.1","3","0.508","0.222"
"25","Michael Brooks",1984,"530","342","88","47","1405","0","5","0","213","440","0.484","14","2.4","1.6","0.8","0.518","0.339"
"26","Fred Brown",1984,"602","62","194","71","1129","9","34","0.265","249","472","0.528","17.1","2.6","1.8","0.8","0.553","0.17"
"27","Rickey Brown",1984,"236","181","29","68","785","0","0","0","94","201","0.468","9","0.9","0","0.9","0.514","0.323"
"28","Wallace Bryant",1984,"118","80","13","29","317","0","0","0","52","133","0.391","9.6","0","-0.4","0.4","0.4","0.248"
"29","Quinn Buckner",1984,"324","137","214","79","1249","0","6","0","138","317","0.435","9.4","1.3","-0.6","1.9","0.456","0.229"
"30","Don Buse",1984,"381","116","303","76","1327","18","59","0.305","132","293","0.451","13.4","2.2","0.8","1.4","0.492","0.227"
"31","Kenny Carr",1984,"1283","642","157","82","2455","0","5","0","518","918","0.564","17.3","6.7","4.1","2.6","0.592","0.398"
"32","M.L. Carr",1984,"185","75","49","60","585","3","15","0.2","67","156","0.429","7.8","0.4","-0.2","0.6","0.481","0.281"
"33","Joe Barry Carroll",1984,"1639","636","198","80","2962","0","1","0","663","1389","0.477","16.8","4.7","1.6","3.1","0.519","0.312"
"34","Butch Carter",1984,"977","153","206","73","2045","15","46","0.326","398","816","0.488","13.5","2.6","0.4","2.2","0.52","0.206"
