"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Jeff Adrien",2011,"57","58","10","23","196","0","0","0","23","54","0.426","11.3","0.2","0.1","0.1","0.457","0.352"
"2","Arron Afflalo",2011,"867","251","168","69","2324","105","248","0.423","207","379","0.546","13.6","6.2","4.8","1.4","0.62","0.26"
"3","Maurice Ager",2011,"15","2","1","4","29","3","4","0.75","3","7","0.429","10.1","0","0","0","0.682","0"
"4","Alexis Ajinça",2011,"143","78","10","34","340","12","34","0.353","47","99","0.475","12.2","0.4","0","0.4","0.507","0.135"
"5","Solomon Alabi",2011,"6","14","2","12","59","0","0","0","3","15","0.2","2","-0.2","-0.2","0","0.189","0.133"
"6","Cole Aldrich",2011,"18","35","4","18","142","0","0","0","8","15","0.533","7","0.2","0","0.2","0.537","0.267"
"7","LaMarcus Aldridge",2011,"1769","709","170","81","3211","4","23","0.174","703","1392","0.505","21.5","11.1","7.6","3.5","0.549","0.314"
"8","Malik Allen",2011,"23","32","4","18","178","0","0","0","11","31","0.355","3.3","0.2","-0.1","0.2","0.361","0.065"
"9","Ray Allen*",2011,"1321","274","219","80","2890","168","378","0.444","312","600","0.52","16.4","10","5.8","4.2","0.615","0.224"
"10","Tony Allen",2011,"643","193","104","72","1494","4","23","0.174","247","469","0.527","18.3","4.7","2","2.7","0.562","0.37"
"11","Al-Farouq Aminu",2011,"457","267","60","81","1452","45","143","0.315","115","263","0.437","9.6","0.7","-0.8","1.4","0.499","0.293"
"12","Lou Amundson",2011,"200","185","17","46","691","0","0","0","83","183","0.454","11.5","0.6","0.2","0.5","0.452","0.475"
"13","Chris Andersen",2011,"250","219","20","45","732","0","1","0","82","136","0.603","19","3.2","1.9","1.2","0.636","0.985"
"14","David Andersen",2011,"134","84","13","40","373","8","23","0.348","48","98","0.49","10.9","0.3","-0.1","0.3","0.513","0.182"
"15","James Anderson",2011,"94","23","18","26","286","18","46","0.391","13","35","0.371","8.5","0.3","0.1","0.2","0.529","0.222"
"16","Ryan Anderson",2011,"681","355","52","64","1424","134","341","0.393","92","184","0.5","19","6.4","4","2.5","0.591","0.223"
"17","Carmelo Anthony",2011,"1970","563","221","77","2751","95","251","0.378","589","1252","0.47","21.7","7.9","5.4","2.5","0.557","0.403"
"18","Joel Anthony",2011,"153","266","24","75","1463","0","0","0","53","99","0.535","7.3","3.3","1.2","2.1","0.583","0.737"
"19","Gilbert Arenas",2011,"755","189","274","70","1796","97","327","0.297","172","407","0.423","10.8","0.5","-1.6","2.2","0.471","0.208"
"20","Trevor Ariza",2011,"826","408","162","75","2600","82","271","0.303","221","491","0.45","11.3","3.4","-0.4","3.8","0.487","0.259"
"21","Hilton Armstrong",2011,"92","131","14","53","488","2","4","0.5","35","72","0.486","8.8","0.5","-0.1","0.6","0.508","0.434"
"22","Carlos Arroyo",2011,"310","103","125","64","1185","31","69","0.449","89","204","0.436","9","1.7","0.5","1.1","0.528","0.172"
"23","Darrell Arthur",2011,"729","342","53","80","1609","0","6","0","310","618","0.502","15.7","3.8","1.5","2.2","0.534","0.215"
"24","Ömer Asik",2011,"229","306","32","82","989","0","0","0","78","141","0.553","11.8","2.7","0.5","2.2","0.559","1.028"
"25","D.J. Augustin",2011,"1178","225","498","82","2757","111","333","0.333","288","625","0.461","15.9","6.2","4.9","1.3","0.541","0.31"
"26","Luke Babbitt",2011,"36","30","6","24","137","3","16","0.188","12","39","0.308","1","-0.4","-0.6","0.1","0.305","0.164"
"27","Renaldo Balkman",2011,"16","7","2","8","62","1","2","0.5","5","11","0.455","9.3","0.1","0.1","0.1","0.542","0.308"
"28","Marcus Banks",2011,"6","1","3","3","22","0","0","0","0","2","0","6.8","0","0","0","0.543","4"
"29","Leandro Barbosa",2011,"769","99","119","58","1395","72","213","0.338","222","440","0.505","15.3","1.5","1.4","0.1","0.539","0.21"
"30","J.J. Barea",2011,"769","159","317","81","1669","66","189","0.349","219","460","0.476","14.8","3.2","1.9","1.4","0.535","0.242"
"31","Andrea Bargnani",2011,"1414","343","119","66","2353","77","223","0.345","448","950","0.472","16.4","2.5","2.2","0.3","0.533","0.298"
"32","Matt Barnes",2011,"356","228","71","53","1020","34","107","0.318","97","172","0.564","14.6","3","1.4","1.6","0.569","0.276"
"33","Earl Barron",2011,"79","76","11","21","305","0","0","0","32","99","0.323","6.2","-0.2","-0.6","0.3","0.361","0.242"
"34","Brandon Bass",2011,"854","424","57","76","1980","0","2","0","332","643","0.516","15.9","6.3","3.2","3.1","0.571","0.361"
"35","Tony Battie",2011,"100","99","12","38","377","2","3","0.667","43","93","0.462","9.5","0.6","0","0.6","0.489","0.146"
"36","Shane Battier",2011,"624","373","185","82","2375","102","267","0.382","127","242","0.525","12.3","5.1","2.9","2.2","0.567","0.183"
"37","Nicolas Batum",2011,"990","361","123","80","2522","118","342","0.345","249","465","0.535","14.8","6.6","4.4","2.3","0.563","0.203"
"38","Jerryd Bayless",2011,"651","165","266","71","1496","49","146","0.336","169","371","0.456","14.1","1.6","1.4","0.3","0.536","0.398"
"39","Michael Beasley",2011,"1401","409","158","73","2361","60","164","0.366","501","1082","0.463","15.5","1.7","0.7","1","0.51","0.234"
"40","Rodrigue Beaubois",2011,"236","52","64","28","496","25","83","0.301","69","140","0.493","11.4","0.2","-0.4","0.7","0.5","0.135"
"41","Marco Belinelli",2011,"836","151","92","80","1957","134","324","0.414","168","367","0.458","12.1","3.4","1.9","1.5","0.56","0.181"
"42","Charlie Bell",2011,"32","18","13","19","171","6","21","0.286","6","22","0.273","4.7","-0.1","-0.2","0","0.357","0.093"
"43","Raja Bell",2011,"541","176","118","68","2097","68","193","0.352","123","274","0.449","8.2","1.7","1.2","0.5","0.528","0.218"
