"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Kareem Abdul-Jabbar*",1981,"2095","821","272","80","2976","0","1","0","836","1456","0.574","25.5","14.3","9.6","4.6","0.616","0.379"
"2","Tom Abernethy",1981,"63","48","19","39","298","0","1","0","25","58","0.431","8","0.4","0.2","0.2","0.459","0.373"
"3","Alvan Adams",1981,"1115","546","344","75","2054","0","0","0","458","870","0.526","20.3","7.7","3.3","4.5","0.567","0.298"
"4","Darrell Allums",1981,"59","65","25","22","276","0","1","0","23","66","0.348","5.3","-0.3","-0.5","0.2","0.385","0.328"
"5","Tiny Archibald*",1981,"1106","176","618","80","2820","0","9","0","382","757","0.505","14.3","6.9","4.6","2.3","0.582","0.547"
"6","Dennis Awtrey",1981,"102","108","54","47","607","0","0","0","44","93","0.473","6.7","0.6","0","0.6","0.501","0.215"
"7","James Bailey",1981,"1145","607","98","82","2539","1","2","0.5","443","887","0.499","14.5","4.9","1.4","3.6","0.546","0.406"
"8","Greg Ballard",1981,"1271","580","195","82","2610","7","32","0.219","542","1154","0.47","16.7","6.9","2.8","4.1","0.5","0.165"
"9","Mike Bantom",1981,"1061","427","240","76","2375","0","6","0","431","876","0.492","14.5","4.4","1.8","2.5","0.528","0.319"
"10","Billy Ray Bates",1981,"1062","157","196","77","1560","14","54","0.259","425","848","0.501","19.3","3.6","2.4","1.2","0.537","0.221"
"11","Mel Bennett",1981,"105","93","15","28","313","0","2","0","26","58","0.448","10.7","0.3","0.1","0.2","0.549","1.35"
"12","Kent Benson",1981,"924","400","172","59","1956","0","4","0","364","766","0.475","15.1","3.1","0.6","2.5","0.524","0.33"
"13","Henry Bibby",1981,"335","74","200","73","1112","32","95","0.337","86","211","0.408","10.6","1","0.5","0.5","0.48","0.32"
"14","Larry Bird*",1981,"1741","895","451","82","3239","20","74","0.27","699","1429","0.489","19.9","10.8","4.7","6.1","0.528","0.218"
"15","Otis Birdsong",1981,"1747","258","233","71","2593","10","35","0.286","700","1271","0.551","20.3","8.2","6.2","2","0.58","0.348"
"16","Norman Black",1981,"8","2","2","3","28","0","0","0","3","10","0.3","1.9","-0.1","-0.1","0","0.296","0.8"
"17","Ron Boone",1981,"406","84","161","52","1146","11","39","0.282","149","332","0.449","9","-0.6","-0.8","0.2","0.492","0.253"
"18","Winford Boynes",1981,"287","75","37","44","757","0","0","0","121","313","0.387","6.1","-1.4","-1.6","0.2","0.426","0.176"
"19","Dudley Bradley",1981,"657","193","188","82","1867","2","16","0.125","263","543","0.484","13.7","3.9","1","2.9","0.515","0.318"
"20","Mike Bratz",1981,"802","198","452","80","2595","57","169","0.337","262","648","0.404","11.5","2.1","0.7","1.4","0.458","0.162"
"21","Jim Brewer",1981,"217","281","55","78","1107","0","2","0","101","195","0.518","10.6","2.2","0.7","1.5","0.506","0.203"
"22","Ron Brewer",1981,"642","86","148","75","1452","1","7","0.143","274","624","0.439","12","1.4","0.4","1","0.471","0.181"
"23","Junior Bridgeman",1981,"1290","289","234","77","2215","3","21","0.143","534","1081","0.494","17.1","6.7","3.9","2.8","0.534","0.219"
"24","Allan Bristow",1981,"713","430","383","82","2001","5","18","0.278","266","593","0.449","14.9","2.7","1.4","1.3","0.511","0.324"
"25","Dave Britton",1981,"4","2","3","2","9","0","0","0","2","3","0.667","18","0","0","0","0.667","0"
"26","Michael Brooks",1981,"1202","442","208","82","2479","0","6","0","488","1012","0.482","15.8","4.9","3.2","1.7","0.519","0.314"
"27","Fred Brown",1981,"1206","175","233","78","1986","23","64","0.359","482","971","0.496","18.3","5.2","3.5","1.8","0.535","0.201"
"28","Lewis Brown",1981,"2","2","0","2","5","0","0","0","0","3","0","-18.6","-0.1","-0.1","0","0.192","1.667"
"29","Rickey Brown",1981,"182","166","21","45","580","0","0","0","83","162","0.512","10.9","0.9","0.5","0.4","0.531","0.13"
"30","Joe Bryant",1981,"953","440","189","82","2359","2","15","0.133","377","776","0.486","12.8","3.4","1.7","1.7","0.53","0.308"
"31","Quinn Buckner",1981,"1092","298","384","82","2384","1","6","0.167","470","950","0.495","15.1","5.4","1.4","4","0.522","0.212"
"32","Tom Burleson",1981,"102","94","12","31","363","0","0","0","41","99","0.414","8.5","0.2","-0.2","0.3","0.436","0.414"
"33","Don Buse",1981,"297","84","140","58","1095","19","58","0.328","95","229","0.415","11.7","2","0.9","1.2","0.471","0.226"
"34","Marty Byrnes",1981,"561","177","113","72","1360","9","20","0.45","207","431","0.48","13.6","2.3","2.1","0.2","0.539","0.348"
"35","Mack Calvin",1981,"52","12","28","21","128","1","5","0.2","12","34","0.353","11","0","-0.1","0.1","0.478","0.897"
"36","Austin Carr",1981,"208","61","58","47","657","0","7","0","87","227","0.383","6.2","-0.4","-0.9","0.5","0.403","0.231"
"37","Kenny Carr",1981,"1230","835","192","81","2615","0","4","0","469","914","0.513","17","5.8","3.3","2.6","0.56","0.446"
"38","M.L. Carr",1981,"248","83","56","41","655","1","14","0.071","96","202","0.475","11.6","1.1","0.2","0.9","0.505","0.31"
"39","Joe Barry Carroll",1981,"1547","759","117","82","2919","0","2","0","616","1252","0.492","16.4","5.7","3.7","2","0.534","0.351"
"40","Butch Carter",1981,"301","65","52","54","672","3","10","0.3","111","237","0.468","10.7","0.9","0.5","0.5","0.521","0.385"
"41","Reggie Carter",1981,"169","69","76","60","536","0","3","0","59","176","0.335","8.8","0.1","-0.4","0.5","0.404","0.385"
"42","Bill Cartwright",1981,"1646","613","111","82","2925","0","1","0","619","1117","0.554","18.4","10","6.9","3.1","0.611","0.463"
"43","Harvey Catchings",1981,"327","473","99","77","1635","0","0","0","134","300","0.447","10.4","3.1","0","3.2","0.48","0.307"
"44","Maurice Cheeks*",1981,"763","245","560","81","2415","3","8","0.375","307","573","0.536","16.4","8.5","4","4.5","0.579","0.306"
"45","Phil Chenier",1981,"29","8","7","9","82","1","3","0.333","10","30","0.333","5.6","0","0","0","0.407","0.182"
