"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Tariq Abdul-Wahad",2002,"135","84","24","24","441","1","2","0.5","54","145","0.372","9.8","0","-0.3","0.3","0.418","0.224"
"2","Shareef Abdur-Rahim",2002,"1636","696","239","77","2980","21","70","0.3","577","1227","0.47","19.8","7.2","4.1","3.1","0.536","0.403"
"3","Courtney Alexander",2002,"549","148","86","56","1325","5","18","0.278","218","456","0.478","13.6","2.2","1.6","0.6","0.521","0.255"
"4","Victor Alexander",2002,"40","29","6","15","97","0","2","0","18","49","0.367","9.2","-0.1","-0.3","0.1","0.367","0.157"
"5","Malik Allen",2002,"52","38","5","12","161","0","1","0","22","50","0.44","15","0.5","0.2","0.3","0.469","0.196"
"6","Ray Allen*",2002,"1503","312","271","69","2525","229","528","0.434","301","620","0.485","21.6","8.9","7.6","1.3","0.598","0.213"
"7","Rafer Alston",2002,"177","72","143","50","600","27","71","0.38","39","120","0.325","13.9","0.7","0.3","0.5","0.434","0.152"
"8","John Amaechi",2002,"175","109","29","54","586","0","0","0","54","166","0.325","5.4","-0.7","-1","0.3","0.412","0.633"
"9","Chris Andersen",2002,"72","76","7","24","262","0","4","0","25","70","0.357","13.8","0.3","0","0.3","0.417","0.378"
"10","Derek Anderson",2002,"757","189","216","70","1860","85","228","0.373","162","384","0.422","15.5","5.3","3.8","1.5","0.538","0.34"
"11","Kenny Anderson",2002,"731","275","403","76","2430","9","33","0.273","303","683","0.444","13.6","5.2","1.7","3.5","0.472","0.184"
"12","Nick Anderson",2002,"60","33","14","15","219","13","48","0.271","8","28","0.286","4.9","-0.4","-0.6","0.2","0.375","0.118"
"13","Shandon Anderson",2002,"411","249","76","82","1596","39","141","0.277","110","232","0.474","8","0.4","-0.9","1.3","0.489","0.287"
"14","Greg Anthony",2002,"474","132","282","60","1514","48","163","0.294","135","312","0.433","12.6","1.1","0.2","0.9","0.46","0.192"
"15","Gilbert Arenas",2002,"511","132","174","47","1155","39","113","0.345","135","271","0.498","17","2.7","2.1","0.7","0.562","0.417"
"16","Brandon Armstrong",2002,"64","16","8","35","196","5","17","0.294","22","68","0.324","3.8","-0.2","-0.4","0.2","0.358","0.118"
"17","Darrell Armstrong",2002,"1015","319","453","82","2730","139","398","0.349","208","430","0.484","16.7","7.6","5","2.6","0.553","0.248"
"18","Carlos Arroyo",2002,"111","40","70","37","371","0","2","0","49","109","0.45","12.4","0.4","0.2","0.1","0.467","0.162"
"19","Chucky Atkins",2002,"957","158","263","79","2285","138","336","0.411","230","454","0.507","14.5","5.1","3.3","1.8","0.568","0.152"
"20","Stacey Augmon",2002,"357","225","103","77","1319","0","3","0","140","325","0.431","11.5","2.3","0.7","1.6","0.479","0.308"
"21","Isaac Austin",2002,"76","71","13","21","307","0","3","0","36","89","0.404","7.8","0","-0.3","0.3","0.405","0.043"
"22","William Avery",2002,"71","24","36","28","258","6","35","0.171","20","55","0.364","5.4","-0.4","-0.5","0.1","0.361","0.211"
"23","Dalibor Bagaric",2002,"185","162","23","50","638","0","1","0","72","177","0.407","8.6","-0.1","-0.7","0.6","0.443","0.393"
"24","Vin Baker",2002,"774","350","72","55","1710","1","8","0.125","314","641","0.49","14.1","2.2","1.3","0.9","0.517","0.348"
"25","Erick Barkley",2002,"58","18","34","19","228","1","7","0.143","23","61","0.377","9.8","0.2","-0.1","0.3","0.401","0.147"
"26","Dana Barros",2002,"193","57","78","29","582","24","71","0.338","50","121","0.413","10.5","0.5","0","0.5","0.473","0.141"
