"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Stacey Arceneaux",1962,"50","32","4","7","110","0","0","0","22","56","0.393","10.4","-0.1","-0.1","0","0.405","0.232"
"2","Paul Arizin*",1962,"1706","527","201","78","2785","0","0","0","611","1490","0.41","14.8","6.3","3.9","2.5","0.486","0.403"
"3","Al Attles*",1962,"844","355","333","75","2468","0","0","0","343","724","0.474","10.8","5.2","2.8","2.4","0.501","0.369"
"4","Elgin Baylor*",1962,"1836","892","222","48","2129","0","0","0","680","1588","0.428","26.5","7.9","4.9","3","0.492","0.397"
"5","Walt Bellamy*",1962,"2495","1500","210","79","3344","0","0","0","973","1875","0.519","26.3","16.3","13.4","2.8","0.554","0.455"
"6","Al Bianchi",1962,"826","281","263","80","1925","0","0","0","336","847","0.397","11.4","2.4","0","2.4","0.437","0.261"
"7","George Blaney",1962,"117","36","45","36","363","0","0","0","54","142","0.38","7.8","-0.1","-0.4","0.3","0.391","0.12"
"8","Bucky Bockhorn",1962,"1260","376","366","80","3062","0","0","0","531","1234","0.43","11","3.1","2","1.1","0.469","0.203"
"9","George Bon Salle",1962,"4","2","0","3","9","0","0","0","2","8","0.25","0.1","-0.1","-0.1","0","0.25","0"
"10","Bob Boozer",1962,"1083","804","130","79","2488","0","0","0","410","936","0.438","13.3","3.9","2.8","1.1","0.492","0.397"
"11","Carl Braun*",1962,"176","50","71","48","414","0","0","0","78","207","0.377","10.7","0.5","-0.4","0.9","0.402","0.13"
"12","Joe Buckhalter",1962,"373","262","43","63","728","0","0","0","153","334","0.458","14.5","1.2","0.9","0.4","0.489","0.323"
"13","Cleveland Buckner",1962,"399","236","39","62","696","0","0","0","158","367","0.431","15.7","1.3","0.6","0.7","0.469","0.362"
"14","Dave Budd",1962,"514","345","86","79","1370","0","0","0","188","431","0.436","11.6","2.3","1.2","1.1","0.483","0.536"
"15","Ed Burton",1962,"15","5","1","8","28","0","0","0","7","14","0.5","12.6","0","0","0","0.476","0.286"
"16","Donnie Butcher",1962,"138","79","51","47","479","0","0","0","48","155","0.31","6.8","-0.3","-0.6","0.4","0.372","0.445"
"17","Al Butler",1962,"827","337","205","59","2016","0","0","0","349","754","0.463","13","4.1","2.5","1.6","0.496","0.241"
"18","Barney Cable",1962,"728","563","115","67","1861","0","0","0","305","749","0.407","11.3","0.7","-0.1","0.9","0.439","0.242"
"19","Howie Carl",1962,"170","39","57","31","382","0","0","0","67","201","0.333","9.4","-0.5","-0.7","0.2","0.38","0.254"
"20","Wilt Chamberlain*",1962,"4029","2052","192","80","3882","0","0","0","1597","3159","0.506","31.7","23.1","17.1","6","0.536","0.431"
"21","Ed Conlin",1962,"322","155","85","70","963","0","0","0","128","371","0.345","7","-0.1","-1","0.8","0.393","0.24"
"22","Larry Costello",1962,"867","245","359","63","1854","0","0","0","310","726","0.427","15.6","5.9","3.3","2.6","0.507","0.406"
"23","Bob Cousy*",1962,"1175","261","584","75","2114","0","0","0","462","1181","0.391","18.3","6.3","0.7","5.6","0.443","0.282"
"24","Jimmy Darrow",1962,"12","7","6","5","34","0","0","0","3","15","0.2","5.9","-0.1","-0.1","0","0.332","0.467"
"25","Ralph Davis",1962,"799","162","247","77","1992","0","0","0","364","881","0.413","9.9","0.6","-0.4","1","0.431","0.117"
"26","Archie Dees",1962,"137","77","16","21","288","0","0","0","51","115","0.443","0","0","0","0","0.507","0.4"
"27","Walter Dukes",1962,"720","803","125","77","1896","0","0","0","256","647","0.396","13.6","3.3","1","2.3","0.464","0.45"
"28","Johnny Egan",1962,"320","86","102","58","696","0","0","0","128","301","0.425","13.8","1.3","0.7","0.6","0.473","0.279"
"29","Rich Eichhorst",1962,"2","1","3","1","10","0","0","0","1","2","0.5","12.2","0","0","0","0.5","0"
"30","Wayne Embry*",1962,"1484","977","182","75","2623","0","0","0","564","1210","0.466","17.9","6.7","5.4","1.4","0.516","0.426"
"31","Ray Felix",1962,"432","473","55","80","1478","0","0","0","171","398","0.43","9.1","2.3","0.8","1.5","0.475","0.327"
"32","Al Ferrari",1962,"591","213","313","79","2046","0","0","0","208","582","0.357","8.2","0.9","0.1","0.7","0.436","0.376"
"33","Bob Ferry",1962,"1108","503","145","80","1918","0","0","0","411","939","0.438","17","4.9","3.1","1.8","0.493","0.449"
"34","Larry Foust",1962,"553","328","78","57","1153","0","0","0","204","433","0.471","14.7","3.1","2.6","0.5","0.541","0.411"
"35","Dave Gambee",1962,"1338","631","114","80","2301","0","0","0","477","1126","0.424","16.3","7","4.1","2.9","0.502","0.417"
"36","Tom Gola*",1962,"820","587","295","60","2462","0","0","0","322","765","0.421","11.4","4.4","1.6","2.7","0.473","0.301"
"37","Joe Graboski",1962,"193","154","28","38","468","0","0","0","77","221","0.348","0","0","0","0","0.387","0.294"
"38","Johnny Green",1962,"1275","1066","191","80","2789","0","0","0","507","1164","0.436","15.8","5.1","2.1","3","0.47","0.373"
"39","Si Green",1962,"900","399","318","71","2388","0","0","0","341","905","0.377","0","0","0","0","0.432","0.344"
"40","Hal Greer*",1962,"1619","524","313","71","2705","0","0","0","644","1442","0.447","17.5","8.5","5","3.5","0.5","0.28"
"41","Gene Guarilia",1962,"163","124","11","45","367","0","0","0","61","161","0.379","11.3","0.7","-0.1","0.8","0.431","0.398"
"42","Richie Guerin*",1962,"2303","501","539","78","3348","0","0","0","839","1897","0.442","20.9","12.1","9.2","3","0.516","0.402"
"43","Cliff Hagan*",1962,"1764","633","370","77","2784","0","0","0","701","1490","0.47","19.3","8.5","7.3","1.2","0.524","0.295"
"44","Swede Halbrook",1962,"400","399","33","64","908","0","0","0","152","422","0.36","11.6","0.6","-0.9","1.5","0.409","0.358"
"45","Vern Hatton",1962,"322","102","99","40","898","0","0","0","112","331","0.338","0","0","0","0","0.417","0.378"
"46","Tom Hawkins",1962,"721","514","95","79","1903","0","0","0","289","704","0.411","10.5","2.1","0.3","1.8","0.45","0.315"
"47","Tom Heinsohn*",1962,"1742","747","165","79","2383","0","0","0","692","1613","0.429","20","9.3","3.7","5.5","0.482","0.271"
"48","Cleo Hill",1962,"320","178","114","58","1050","0","0","0","107","309","0.346","9.1","0.3","-0.1","0.4","0.433","0.443"
"49","Ron Horn",1962,"3","6","1","3","25","0","0","0","1","12","0.083","-6.4","-0.2","-0.2","0","0.116","0.167"
"50","Bailey Howell*",1962,"1576","996","186","79","2857","0","0","0","553","1193","0.464","19","10.7","7.6","3.1","0.539","0.513"
"51","Hot Rod Hundley",1962,"429","199","290","78","1492","0","0","0","173","509","0.34","9.5","0.1","-1.5","1.6","0.38","0.25"
"52","Darrall Imhoff",1962,"452","470","82","76","1481","0","0","0","186","482","0.386","9.1","0.7","-0.7","1.4","0.416","0.288"
"53","Andy Johnson",1962,"1014","351","228","71","2193","0","0","0","365","814","0.448","13.6","4.6","3.4","1.2","0.501","0.555"
"54","Howie Jolliff",1962,"249","383","76","64","1094","0","0","0","104","253","0.411","9","1.2","-0.1","1.3","0.433","0.308"
"55","K.C. Jones*",1962,"735","298","343","80","2054","0","0","0","294","724","0.406","11.6","4.9","0.5","4.4","0.445","0.32"
"56","Sam Jones*",1962,"1435","458","232","78","2388","0","0","0","596","1284","0.464","17.9","9.6","4.9","4.7","0.507","0.231"
"57","Willie Jones",1962,"418","177","115","69","1006","0","0","0","177","475","0.373","9.8","-0.1","-1","0.9","0.402","0.213"
"58","Phil Jordon",1962,"902","482","156","76","2195","0","0","0","403","1028","0.392","9.8","-0.2","-1.9","1.7","0.409","0.163"
"59","Red Kerr",1962,"1304","1176","243","80","2768","0","0","0","541","1220","0.443","17.4","7.8","2.9","4.9","0.482","0.248"
"60","Doug Kistler",1962,"8","1","0","5","13","0","0","0","3","6","0.5","12.1","0","0","0","0.515","0.667"
"61","Jim Krebs",1962,"780","616","110","78","2012","0","0","0","312","701","0.445","12.3","4.2","2.1","2.1","0.492","0.297"
"62","Fred LaCour",1962,"566","272","166","73","1507","0","0","0","230","536","0.429","11.2","1.7","1.2","0.6","0.477","0.243"
"63","York Larese",1962,"302","77","94","59","703","0","0","0","122","327","0.373","9.2","0.3","-0.3","0.6","0.421","0.22"
"64","Rudy LaRusso",1962,"1374","828","179","80","2754","0","0","0","516","1108","0.466","16.6","8.8","5.8","2.9","0.526","0.404"
"65","George Lee",1962,"571","349","64","75","1351","0","0","0","179","500","0.358","12.2","1.7","0.6","1.2","0.458","0.56"
"66","Slick Leonard*",1962,"1125","199","378","70","2464","0","0","0","423","1128","0.375","12.2","1.2","-0.1","1.3","0.436","0.329"
"67","Jim Loscutoff",1962,"421","329","51","79","1146","0","0","0","188","519","0.362","7.7","0.5","-1.9","2.4","0.379","0.162"
"68","Clyde Lovellette*",1962,"837","350","68","40","1192","0","0","0","341","724","0.471","19.5","3.6","3.1","0.5","0.519","0.258"
"69","Ted Luckenbill",1962,"135","110","27","67","396","0","0","0","43","120","0.358","9","0.4","0","0.4","0.44","0.633"
"70","Whitey Martin",1962,"227","158","115","66","1018","0","0","0","95","292","0.325","5.4","-0.5","-1.3","0.8","0.359","0.188"
"71","Johnny McCarthy",1962,"48","56","70","15","333","0","0","0","18","73","0.247","5.7","-0.4","-0.6","0.2","0.283","0.37"
"72","Shellie McMillon",1962,"638","368","59","62","1225","0","0","0","265","591","0.448","13.3","1.7","1.1","0.6","0.475","0.308"
"73","Bob McNeill",1962,"138","56","89","50","441","0","0","0","56","136","0.412","10.9","0.7","0.2","0.5","0.457","0.25"
"74","Tom Meschery",1962,"966","729","145","80","2509","0","0","0","375","929","0.404","10.9","3.7","1.1","2.7","0.463","0.282"
"75","Jackie Moreland",1962,"549","427","76","74","1219","0","0","0","205","487","0.421","14.5","2.6","1.2","1.3","0.483","0.382"
"76","Willie Naulls",1962,"1877","867","192","75","2978","0","0","0","747","1798","0.415","17.7","5.5","2.8","2.7","0.47","0.253"
"77","Paul Neumann",1962,"477","194","176","77","1265","0","0","0","172","401","0.429","11.6","3.2","1.6","1.6","0.5","0.429"
"78","Chuck Noble",1962,"72","43","63","26","361","0","0","0","32","113","0.283","4.7","-0.5","-0.8","0.3","0.301","0.133"
"79","Bevo Nordmann",1962,"131","128","18","58","344","0","0","0","51","126","0.405","9.5","0.1","-0.1","0.2","0.434","0.452"
"80","Don Ohl",1962,"1311","267","244","77","2526","0","0","0","555","1250","0.444","13.7","4.5","2.7","1.8","0.477","0.224"
"81","Chuck Osborne",1962,"5","9","1","4","21","0","0","0","1","8","0.125","4.7","-0.1","-0.1","0","0.256","0.5"
"82","Bob Pettit*",1962,"2429","1459","289","78","3282","0","0","0","867","1928","0.45","24.2","11.5","9.6","1.9","0.522","0.467"
"83","Gary Phillips",1962,"270","107","64","67","713","0","0","0","110","310","0.355","7.1","0.3","-1","1.2","0.388","0.277"
"84","Dave Piontek",1962,"205","155","31","45","614","0","0","0","83","225","0.369","8.2","-0.1","-0.5","0.4","0.408","0.262"
"85","Frank Radovich",1962,"87","51","4","37","175","0","0","0","37","93","0.398","9.8","0","-0.1","0.2","0.417","0.28"
"86","Frank Ramsey*",1962,"1206","387","109","79","1913","0","0","0","436","1019","0.428","16.3","7.3","3.9","3.4","0.504","0.397"
"87","Hub Reed",1962,"466","440","53","80","1446","0","0","0","203","460","0.441","8.8","1.3","0.6","0.6","0.47","0.178"
"88","Joe Roberts",1962,"615","538","50","80","1642","0","0","0","243","619","0.393","10.3","1.9","-0.2","2.2","0.437","0.313"
"89","Oscar Robertson*",1962,"2432","985","899","79","3503","0","0","0","866","1810","0.478","26","15.6","13.4","2.2","0.554","0.482"
"90","Guy Rodgers*",1962,"655","348","643","80","2650","0","0","0","267","749","0.356","9.7","2.1","-1.1","3.2","0.395","0.243"
"91","Joe Ruklick",1962,"108","87","14","46","302","0","0","0","48","147","0.327","5.3","-0.5","-0.8","0.3","0.341","0.177"
"92","Bill Russell*",1962,"1436","1790","341","76","3433","0","0","0","575","1258","0.457","19.4","15.5","3.9","11.6","0.489","0.382"
"93","Tom Sanders*",1962,"897","762","74","80","2325","0","0","0","350","804","0.435","12.4","7.2","2.2","5.1","0.488","0.327"
"94","Woody Sauldsberry",1962,"675","536","90","63","1765","0","0","0","298","869","0.343","0","0","0","0","0.366","0.142"
"95","Dolph Schayes*",1962,"822","439","120","56","1480","0","0","0","268","751","0.357","15.8","3.1","0.9","2.1","0.461","0.425"
"96","Ray Scott",1962,"995","865","132","75","2087","0","0","0","370","956","0.387","15.4","2.5","0","2.5","0.442","0.406"
"97","Frank Selvy",1962,"1164","412","381","79","2806","0","0","0","433","1032","0.42","13.1","5.5","2.9","2.6","0.481","0.391"
"98","Lee Shaffer",1962,"1267","511","99","75","2083","0","0","0","514","1180","0.436","15.4","5","2.6","2.4","0.481","0.263"
"99","Gene Shue",1962,"1522","372","465","80","3143","0","0","0","580","1422","0.408","14.6","5.6","2.9","2.8","0.47","0.314"
"100","Bob Sims",1962,"509","183","154","65","1345","0","0","0","193","491","0.393","9","0.4","-0.1","0.5","0.434","0.44"
"101","Adrian Smith",1962,"576","151","167","80","1462","0","0","0","202","499","0.405","11","1.8","1.4","0.5","0.483","0.445"
"102","Bill Smith",1962,"23","16","7","9","83","0","0","0","8","33","0.242","5.7","-0.2","-0.2","0.1","0.315","0.242"
"103","Bobby Smith",1962,"0","0","0","3","7","0","0","0","0","1","0","-6.7","0","0","0","0","0"
"104","Sam Stith",1962,"141","51","60","32","440","0","0","0","59","162","0.364","7.9","-0.1","-0.4","0.3","0.394","0.235"
"105","Jack Turner",1962,"200","85","44","42","567","0","0","0","84","221","0.38","8.7","0","-0.3","0.3","0.418","0.19"
"106","Jack Twyman*",1962,"1831","638","215","80","2991","0","0","0","739","1542","0.479","16.6","8.6","7.5","1.1","0.528","0.282"
"107","Charlie Tyra",1962,"519","610","86","78","1606","0","0","0","193","534","0.361","10.8","0.2","-1","1.2","0.413","0.401"
"108","Horace Walker",1962,"438","466","69","65","1331","0","0","0","149","439","0.339","10.2","0.3","-0.7","0.9","0.418","0.44"
"109","Jerry West*",1962,"2310","591","402","75","3087","0","0","0","799","1795","0.445","22.6","12.9","9.8","3.1","0.524","0.516"
"110","Bob Wiesenhahn",1962,"119","112","23","60","326","0","0","0","51","161","0.317","7.5","-0.7","-0.9","0.2","0.342","0.186"
"111","Lenny Wilkens*",1962,"364","131","116","20","870","0","0","0","140","364","0.385","11.8","0.4","0.1","0.3","0.441","0.302"
"112","Wayne Yates",1962,"72","94","16","37","263","0","0","0","31","105","0.295","4.1","-0.5","-0.8","0.3","0.314","0.21"
"113","Dave Zeller",1962,"90","27","58","61","278","0","0","0","36","102","0.353","9.1","-0.1","-0.2","0.1","0.4","0.235"
