"","names","links","lastyear","actual_link"
"1278","Calvin Fowler","/players/f/fowleca01.html",1970,"https://basketball-reference.com/players/f/fowleca01.html"
"1279","Jerry Fowler","/players/f/fowleje01.html",1952,"https://basketball-reference.com/players/f/fowleje01.html"
"1280","Tremaine Fowlkes","/players/f/fowlktr01.html",2005,"https://basketball-reference.com/players/f/fowlktr01.html"
"1281","De'Aaron Fox","/players/f/foxde01.html",2020,"https://basketball-reference.com/players/f/foxde01.html"
"1282","Harold Fox","/players/f/foxha01.html",1973,"https://basketball-reference.com/players/f/foxha01.html"
"1283","Jim Fox","/players/f/foxji01.html",1977,"https://basketball-reference.com/players/f/foxji01.html"
"1284","Rick Fox","/players/f/foxri01.html",2004,"https://basketball-reference.com/players/f/foxri01.html"
"1285","Randy Foye","/players/f/foyera01.html",2017,"https://basketball-reference.com/players/f/foyera01.html"
"1286","Adonal Foyle","/players/f/foylead01.html",2009,"https://basketball-reference.com/players/f/foylead01.html"
"1287","Richie Frahm","/players/f/frahmri01.html",2008,"https://basketball-reference.com/players/f/frahmri01.html"
"1288","Steve Francis","/players/f/francst01.html",2008,"https://basketball-reference.com/players/f/francst01.html"
"1289","Tellis Frank","/players/f/frankte01.html",1994,"https://basketball-reference.com/players/f/frankte01.html"
"1290","Jamaal Franklin","/players/f/frankja01.html",2015,"https://basketball-reference.com/players/f/frankja01.html"
"1291","William Franklin","/players/f/frankwi01.html",1976,"https://basketball-reference.com/players/f/frankwi01.html"
"1292","Ronald Franz","/players/f/franzro01.html",1973,"https://basketball-reference.com/players/f/franzro01.html"
"1293","Melvin Frazier","/players/f/frazime01.html",2020,"https://basketball-reference.com/players/f/frazime01.html"
"1294","Michael Frazier","/players/f/frazimi01.html",2020,"https://basketball-reference.com/players/f/frazimi01.html"
"1295","Tim Frazier","/players/f/fraziti01.html",2020,"https://basketball-reference.com/players/f/fraziti01.html"
"1296","Walt Frazier","/players/f/fraziwa01.html",1980,"https://basketball-reference.com/players/f/fraziwa01.html"
"1297","Will Frazier","/players/f/fraziwi01.html",1969,"https://basketball-reference.com/players/f/fraziwi01.html"
"1298","Anthony Frederick","/players/f/fredean01.html",1992,"https://basketball-reference.com/players/f/fredean01.html"
"1299","Jimmer Fredette","/players/f/fredeji01.html",2019,"https://basketball-reference.com/players/f/fredeji01.html"
"1300","World B. Free","/players/f/freewo01.html",1988,"https://basketball-reference.com/players/f/freewo01.html"
"1301","Joel Freeland","/players/f/freeljo01.html",2015,"https://basketball-reference.com/players/f/freeljo01.html"
"1302","Donnie Freeman","/players/f/freemdo01.html",1976,"https://basketball-reference.com/players/f/freemdo01.html"
"1303","Gary Freeman","/players/f/freemga01.html",1971,"https://basketball-reference.com/players/f/freemga01.html"
"1304","Rod Freeman","/players/f/freemro01.html",1974,"https://basketball-reference.com/players/f/freemro01.html"
"1305","Matt Freije","/players/f/freijma01.html",2007,"https://basketball-reference.com/players/f/freijma01.html"
"1306","Larry Friend","/players/f/frienla01.html",1958,"https://basketball-reference.com/players/f/frienla01.html"
"1307","Pat Frink","/players/f/frinkpa01.html",1969,"https://basketball-reference.com/players/f/frinkpa01.html"
"1308","Jim Fritsche","/players/f/fritsji01.html",1955,"https://basketball-reference.com/players/f/fritsji01.html"
"1309","Channing Frye","/players/f/fryech01.html",2019,"https://basketball-reference.com/players/f/fryech01.html"
"1310","Bernie Fryer","/players/f/fryerbe01.html",1975,"https://basketball-reference.com/players/f/fryerbe01.html"
"1311","Joe Fulks","/players/f/fulksjo01.html",1954,"https://basketball-reference.com/players/f/fulksjo01.html"
"1312","Carl Fuller","/players/f/fulleca01.html",1972,"https://basketball-reference.com/players/f/fulleca01.html"
"1313","Hiram Fuller","/players/f/fullehi01.html",2004,"https://basketball-reference.com/players/f/fullehi01.html"
"1314","Todd Fuller","/players/f/fulleto02.html",2001,"https://basketball-reference.com/players/f/fulleto02.html"
"1315","Tony Fuller","/players/f/fulleto01.html",1981,"https://basketball-reference.com/players/f/fulleto01.html"
"1316","Markelle Fultz","/players/f/fultzma01.html",2020,"https://basketball-reference.com/players/f/fultzma01.html"
"1317","Lawrence Funderburke","/players/f/fundela01.html",2005,"https://basketball-reference.com/players/f/fundela01.html"
"1318","Terry Furlow","/players/f/furlote01.html",1980,"https://basketball-reference.com/players/f/furlote01.html"
"1319","Bill Gabor","/players/g/gaborbi01.html",1955,"https://basketball-reference.com/players/g/gaborbi01.html"
"1320","Wenyen Gabriel","/players/g/gabriwe01.html",2020,"https://basketball-reference.com/players/g/gabriwe01.html"
"1321","Dan Gadzuric","/players/g/gadzuda01.html",2012,"https://basketball-reference.com/players/g/gadzuda01.html"
"1322","Daniel Gafford","/players/g/gaffoda01.html",2020,"https://basketball-reference.com/players/g/gaffoda01.html"
"1323","Deng Gai","/players/g/gaide01.html",2006,"https://basketball-reference.com/players/g/gaide01.html"
"1324","Bill Gaines","/players/g/gainebi01.html",1969,"https://basketball-reference.com/players/g/gainebi01.html"
"1325","Corey Gaines","/players/g/gaineco01.html",1995,"https://basketball-reference.com/players/g/gaineco01.html"
"1326","David Gaines","/players/g/gaineda01.html",1968,"https://basketball-reference.com/players/g/gaineda01.html"
"1327","Reece Gaines","/players/g/gainere01.html",2006,"https://basketball-reference.com/players/g/gainere01.html"
"1328","Sundiata Gaines","/players/g/gainesu01.html",2012,"https://basketball-reference.com/players/g/gainesu01.html"
"1329","Mike Gale","/players/g/galemi01.html",1982,"https://basketball-reference.com/players/g/galemi01.html"
"1330","Chad Gallagher","/players/g/gallach01.html",1994,"https://basketball-reference.com/players/g/gallach01.html"
"1331","Harry Gallatin","/players/g/gallaha01.html",1958,"https://basketball-reference.com/players/g/gallaha01.html"
"1332","Danilo Gallinari","/players/g/gallida01.html",2020,"https://basketball-reference.com/players/g/gallida01.html"
"1333","Langston Galloway","/players/g/gallola01.html",2020,"https://basketball-reference.com/players/g/gallola01.html"
"1334","Dave Gambee","/players/g/gambeda01.html",1970,"https://basketball-reference.com/players/g/gambeda01.html"
"1335","Kevin Gamble","/players/g/gamblke01.html",1997,"https://basketball-reference.com/players/g/gamblke01.html"
"1336","Jorge Garbajosa","/players/g/garbajo01.html",2008,"https://basketball-reference.com/players/g/garbajo01.html"
"1337","Ruben Garces","/players/g/garceru01.html",2001,"https://basketball-reference.com/players/g/garceru01.html"
"1338","Alex Garcia","/players/g/garcial01.html",2005,"https://basketball-reference.com/players/g/garcial01.html"
"1339","Francisco Garcia","/players/g/garcifr01.html",2015,"https://basketball-reference.com/players/g/garcifr01.html"
"1340","Chuck Gardner","/players/g/gardnch01.html",1968,"https://basketball-reference.com/players/g/gardnch01.html"
"1341","Kenneth Gardner","/players/g/gardnke01.html",1976,"https://basketball-reference.com/players/g/gardnke01.html"
"1342","Thomas Gardner","/players/g/gardnth01.html",2009,"https://basketball-reference.com/players/g/gardnth01.html"
"1343","Vern Gardner","/players/g/gardnve01.html",1952,"https://basketball-reference.com/players/g/gardnve01.html"
"1344","Patricio Garino","/players/g/garinpa01.html",2017,"https://basketball-reference.com/players/g/garinpa01.html"
"1345","Darius Garland","/players/g/garlada01.html",2020,"https://basketball-reference.com/players/g/garlada01.html"
"1346","Gary Garland","/players/g/garlaga01.html",1980,"https://basketball-reference.com/players/g/garlaga01.html"
"1347","Winston Garland","/players/g/garlawi01.html",1995,"https://basketball-reference.com/players/g/garlawi01.html"
"1348","Dick Garmaker","/players/g/garmadi01.html",1961,"https://basketball-reference.com/players/g/garmadi01.html"
"1349","Bill Garner","/players/g/garnebi01.html",1968,"https://basketball-reference.com/players/g/garnebi01.html"
"1350","Chris Garner","/players/g/garnech01.html",2001,"https://basketball-reference.com/players/g/garnech01.html"
"1351","Bill Garnett","/players/g/garnebi02.html",1986,"https://basketball-reference.com/players/g/garnebi02.html"
"1352","Kevin Garnett","/players/g/garneke01.html",2016,"https://basketball-reference.com/players/g/garneke01.html"
"1353","Marlon Garnett","/players/g/garnema01.html",1999,"https://basketball-reference.com/players/g/garnema01.html"
"1354","Billy Garrett","/players/g/garrebi01.html",2019,"https://basketball-reference.com/players/g/garrebi01.html"
"1355","Calvin Garrett","/players/g/garreca01.html",1984,"https://basketball-reference.com/players/g/garreca01.html"
"1356","Dean Garrett","/players/g/garrede01.html",2002,"https://basketball-reference.com/players/g/garrede01.html"
"1357","Diante Garrett","/players/g/garredi02.html",2014,"https://basketball-reference.com/players/g/garredi02.html"
"1358","Dick Garrett","/players/g/garredi01.html",1974,"https://basketball-reference.com/players/g/garredi01.html"
"1359","Rowland Garrett","/players/g/garrero01.html",1977,"https://basketball-reference.com/players/g/garrero01.html"
"1360","Tom Garrick","/players/g/garrito01.html",1992,"https://basketball-reference.com/players/g/garrito01.html"
"1361","John Garris","/players/g/garrijo01.html",1984,"https://basketball-reference.com/players/g/garrijo01.html"
"1362","Kiwane Garris","/players/g/garriki01.html",2000,"https://basketball-reference.com/players/g/garriki01.html"
"1363","Pat Garrity","/players/g/garripa01.html",2008,"https://basketball-reference.com/players/g/garripa01.html"
"1364","Jim Garvin","/players/g/garviji01.html",1974,"https://basketball-reference.com/players/g/garviji01.html"
"1365","Marc Gasol","/players/g/gasolma01.html",2020,"https://basketball-reference.com/players/g/gasolma01.html"
"1366","Pau Gasol","/players/g/gasolpa01.html",2019,"https://basketball-reference.com/players/g/gasolpa01.html"
"1367","Chris Gatling","/players/g/gatlich01.html",2002,"https://basketball-reference.com/players/g/gatlich01.html"
"1368","Kenny Gattison","/players/g/gattike01.html",1996,"https://basketball-reference.com/players/g/gattike01.html"
"1369","Rudy Gay","/players/g/gayru01.html",2020,"https://basketball-reference.com/players/g/gayru01.html"
"1370","Andrew Gaze","/players/g/gazean01.html",1999,"https://basketball-reference.com/players/g/gazean01.html"
"1371","Michael Gbinije","/players/g/gbinimi01.html",2017,"https://basketball-reference.com/players/g/gbinimi01.html"
"1372","Reggie Geary","/players/g/gearyre01.html",1998,"https://basketball-reference.com/players/g/gearyre01.html"
"1373","Alonzo Gee","/players/g/geeal01.html",2017,"https://basketball-reference.com/players/g/geeal01.html"
"1374","Matt Geiger","/players/g/geigema01.html",2002,"https://basketball-reference.com/players/g/geigema01.html"
"1375","Mickael Gelabale","/players/g/gelabmi01.html",2013,"https://basketball-reference.com/players/g/gelabmi01.html"
"1376","Devean George","/players/g/georgde01.html",2010,"https://basketball-reference.com/players/g/georgde01.html"
"1377","Jack George","/players/g/georgja01.html",1961,"https://basketball-reference.com/players/g/georgja01.html"
"1378","Paul George","/players/g/georgpa01.html",2020,"https://basketball-reference.com/players/g/georgpa01.html"
"1379","Tate George","/players/g/georgta01.html",1995,"https://basketball-reference.com/players/g/georgta01.html"
"1380","Marcus Georges-Hunt","/players/g/georgma01.html",2018,"https://basketball-reference.com/players/g/georgma01.html"
"1381","Gus Gerard","/players/g/gerargu01.html",1981,"https://basketball-reference.com/players/g/gerargu01.html"
"1382","Derrick Gervin","/players/g/gervide01.html",1991,"https://basketball-reference.com/players/g/gervide01.html"
"1383","George Gervin","/players/g/gervige01.html",1986,"https://basketball-reference.com/players/g/gervige01.html"
"1384","John Gianelli","/players/g/gianejo01.html",1980,"https://basketball-reference.com/players/g/gianejo01.html"
"1385","Dick Gibbs","/players/g/gibbsdi01.html",1976,"https://basketball-reference.com/players/g/gibbsdi01.html"
"1386","Daniel Gibson","/players/g/gibsoda01.html",2013,"https://basketball-reference.com/players/g/gibsoda01.html"
"1387","Jonathan Gibson","/players/g/gibsojo01.html",2018,"https://basketball-reference.com/players/g/gibsojo01.html"
"1388","Mel Gibson","/players/g/gibsome01.html",1964,"https://basketball-reference.com/players/g/gibsome01.html"
"1389","Mike Gibson","/players/g/gibsomi01.html",1986,"https://basketball-reference.com/players/g/gibsomi01.html"
"1390","Taj Gibson","/players/g/gibsota01.html",2020,"https://basketball-reference.com/players/g/gibsota01.html"
"1391","J.R. Giddens","/players/g/giddejr01.html",2010,"https://basketball-reference.com/players/g/giddejr01.html"
"1392","Trey Gilder","/players/g/gildetr01.html",2010,"https://basketball-reference.com/players/g/gildetr01.html"
"1393","Harry Giles","/players/g/gilesha01.html",2020,"https://basketball-reference.com/players/g/gilesha01.html"
"1394","Shai Gilgeous-Alexander","/players/g/gilgesh01.html",2020,"https://basketball-reference.com/players/g/gilgesh01.html"
"1395","Eddie Gill","/players/g/gilled01.html",2009,"https://basketball-reference.com/players/g/gilled01.html"
"1396","Kendall Gill","/players/g/gillke01.html",2005,"https://basketball-reference.com/players/g/gillke01.html"
"1397","Ben Gillery","/players/g/gillebe01.html",1989,"https://basketball-reference.com/players/g/gillebe01.html"
"1398","Jack Gillespie","/players/g/gilleja01.html",1970,"https://basketball-reference.com/players/g/gilleja01.html"
"1399","Armen Gilliam","/players/g/gilliar01.html",2000,"https://basketball-reference.com/players/g/gilliar01.html"
"1400","Herm Gilliam","/players/g/gillihe01.html",1977,"https://basketball-reference.com/players/g/gillihe01.html"
"1401","Artis Gilmore","/players/g/gilmoar01.html",1988,"https://basketball-reference.com/players/g/gilmoar01.html"
"1402","Walt Gilmore","/players/g/gilmowa01.html",1971,"https://basketball-reference.com/players/g/gilmowa01.html"
"1403","Manu Ginobili","/players/g/ginobma01.html",2018,"https://basketball-reference.com/players/g/ginobma01.html"
"1404","Gordan Giricek","/players/g/giricgo01.html",2008,"https://basketball-reference.com/players/g/giricgo01.html"
"1405","Jack Givens","/players/g/givenja01.html",1980,"https://basketball-reference.com/players/g/givenja01.html"
"1406","Mickell Gladness","/players/g/gladnmi01.html",2012,"https://basketball-reference.com/players/g/gladnmi01.html"
"1407","Gerald Glass","/players/g/glassge01.html",1996,"https://basketball-reference.com/players/g/glassge01.html"
"1408","Mike Glenn","/players/g/glennmi01.html",1987,"https://basketball-reference.com/players/g/glennmi01.html"
"1409","Georgi Glouchkov","/players/g/gloucge01.html",1986,"https://basketball-reference.com/players/g/gloucge01.html"
"1410","Clarence Glover","/players/g/glovecl01.html",1972,"https://basketball-reference.com/players/g/glovecl01.html"
"1411","Dion Glover","/players/g/glovedi01.html",2005,"https://basketball-reference.com/players/g/glovedi01.html"
"1412","Andreas Glyniadakis","/players/g/glynian01.html",2007,"https://basketball-reference.com/players/g/glynian01.html"
"1413","Mike Gminski","/players/g/gminsmi01.html",1994,"https://basketball-reference.com/players/g/gminsmi01.html"
"1414","Rudy Gobert","/players/g/goberru01.html",2020,"https://basketball-reference.com/players/g/goberru01.html"
"1415","Dan Godfread","/players/g/godfrda01.html",1992,"https://basketball-reference.com/players/g/godfrda01.html"
"1416","Tom Gola","/players/g/golato01.html",1966,"https://basketball-reference.com/players/g/golato01.html"
"1417","Anthony Goldwire","/players/g/goldwan01.html",2006,"https://basketball-reference.com/players/g/goldwan01.html"
"1418","Ryan Gomes","/players/g/gomesry01.html",2014,"https://basketball-reference.com/players/g/gomesry01.html"
"1419","Glen Gondrezick","/players/g/gondrgl01.html",1983,"https://basketball-reference.com/players/g/gondrgl01.html"
"1420","Grant Gondrezick","/players/g/gondrgr01.html",1989,"https://basketball-reference.com/players/g/gondrgr01.html"
"1421","Drew Gooden","/players/g/goodedr01.html",2016,"https://basketball-reference.com/players/g/goodedr01.html"
"1422","Gail Goodrich","/players/g/goodrga01.html",1979,"https://basketball-reference.com/players/g/goodrga01.html"
"1423","Steve Goodrich","/players/g/goodrst01.html",2002,"https://basketball-reference.com/players/g/goodrst01.html"
"1424","Archie Goodwin","/players/g/goodwar01.html",2017,"https://basketball-reference.com/players/g/goodwar01.html"
"1425","Brandon Goodwin","/players/g/goodwbr01.html",2020,"https://basketball-reference.com/players/g/goodwbr01.html"
"1426","Aaron Gordon","/players/g/gordoaa01.html",2020,"https://basketball-reference.com/players/g/gordoaa01.html"
"1427","Ben Gordon","/players/g/gordobe01.html",2015,"https://basketball-reference.com/players/g/gordobe01.html"
"1428","Drew Gordon","/players/g/gordodr01.html",2015,"https://basketball-reference.com/players/g/gordodr01.html"
"1429","Eric Gordon","/players/g/gordoer01.html",2020,"https://basketball-reference.com/players/g/gordoer01.html"
"1430","Lancaster Gordon","/players/g/gordola01.html",1988,"https://basketball-reference.com/players/g/gordola01.html"
"1431","Marcin Gortat","/players/g/gortama01.html",2019,"https://basketball-reference.com/players/g/gortama01.html"
"1432","Andrew Goudelock","/players/g/goudean01.html",2016,"https://basketball-reference.com/players/g/goudean01.html"
"1433","Gerald Govan","/players/g/govange01.html",1976,"https://basketball-reference.com/players/g/govange01.html"
"1434","Bato Govedarica","/players/g/govedba01.html",1954,"https://basketball-reference.com/players/g/govedba01.html"
"1435","Joe Graboski","/players/g/grabojo01.html",1962,"https://basketball-reference.com/players/g/grabojo01.html"
"1436","Ricky Grace","/players/g/graceri01.html",1994,"https://basketball-reference.com/players/g/graceri01.html"
"1437","Calvin Graham","/players/g/grahaca01.html",1968,"https://basketball-reference.com/players/g/grahaca01.html"
"1438","Devonte' Graham","/players/g/grahade01.html",2020,"https://basketball-reference.com/players/g/grahade01.html"
"1439","Greg Graham","/players/g/grahagr01.html",1998,"https://basketball-reference.com/players/g/grahagr01.html"
"1440","Joey Graham","/players/g/grahajo01.html",2011,"https://basketball-reference.com/players/g/grahajo01.html"
"1441","Mal Graham","/players/g/grahama01.html",1969,"https://basketball-reference.com/players/g/grahama01.html"
"1442","Orlando Graham","/players/g/grahaor01.html",1989,"https://basketball-reference.com/players/g/grahaor01.html"
"1443","Paul Graham","/players/g/grahapa01.html",1994,"https://basketball-reference.com/players/g/grahapa01.html"
"1444","Stephen Graham","/players/g/grahast01.html",2011,"https://basketball-reference.com/players/g/grahast01.html"
"1445","Treveon Graham","/players/g/grahatr01.html",2020,"https://basketball-reference.com/players/g/grahatr01.html"
"1446","Jim Grandholm","/players/g/grandji01.html",1991,"https://basketball-reference.com/players/g/grandji01.html"
"1447","Ron Grandison","/players/g/grandro01.html",1996,"https://basketball-reference.com/players/g/grandro01.html"
"1448","Danny Granger","/players/g/grangda01.html",2015,"https://basketball-reference.com/players/g/grangda01.html"
"1449","Stewart Granger","/players/g/grangst01.html",1987,"https://basketball-reference.com/players/g/grangst01.html"
"1450","Brian Grant","/players/g/grantbr01.html",2006,"https://basketball-reference.com/players/g/grantbr01.html"
"1451","Gary Grant","/players/g/grantga01.html",2001,"https://basketball-reference.com/players/g/grantga01.html"
"1452","Greg Grant","/players/g/grantgr01.html",1996,"https://basketball-reference.com/players/g/grantgr01.html"
"1453","Harvey Grant","/players/g/grantha01.html",1999,"https://basketball-reference.com/players/g/grantha01.html"
"1454","Horace Grant","/players/g/grantho01.html",2004,"https://basketball-reference.com/players/g/grantho01.html"
"1455","Jerami Grant","/players/g/grantje01.html",2020,"https://basketball-reference.com/players/g/grantje01.html"
"1456","Jerian Grant","/players/g/grantje02.html",2019,"https://basketball-reference.com/players/g/grantje02.html"
"1457","Josh Grant","/players/g/grantjo01.html",1994,"https://basketball-reference.com/players/g/grantjo01.html"
"1458","Paul Grant","/players/g/grantpa01.html",2004,"https://basketball-reference.com/players/g/grantpa01.html"
"1459","Travis Grant","/players/g/granttr01.html",1976,"https://basketball-reference.com/players/g/granttr01.html"
"1460","Donte Grantham","/players/g/grantdo01.html",2019,"https://basketball-reference.com/players/g/grantdo01.html"
"1461","Butch Graves","/players/g/gravebu01.html",1985,"https://basketball-reference.com/players/g/gravebu01.html"
"1462","Aaron Gray","/players/g/grayaa01.html",2014,"https://basketball-reference.com/players/g/grayaa01.html"
"1463","Devin Gray","/players/g/grayde01.html",2000,"https://basketball-reference.com/players/g/grayde01.html"
"1464","Ed Gray","/players/g/grayed01.html",1999,"https://basketball-reference.com/players/g/grayed01.html"
"1465","Evric Gray","/players/g/grayev01.html",1997,"https://basketball-reference.com/players/g/grayev01.html"
"1466","Gary Gray","/players/g/grayga01.html",1968,"https://basketball-reference.com/players/g/grayga01.html"
"1467","Josh Gray","/players/g/grayjo01.html",2020,"https://basketball-reference.com/players/g/grayjo01.html"
"1468","Leonard Gray","/players/g/grayle01.html",1977,"https://basketball-reference.com/players/g/grayle01.html"
"1469","Stuart Gray","/players/g/grayst01.html",1991,"https://basketball-reference.com/players/g/grayst01.html"
"1470","Sylvester Gray","/players/g/graysy01.html",1989,"https://basketball-reference.com/players/g/graysy01.html"
"1471","Jeff Grayer","/players/g/grayeje01.html",1998,"https://basketball-reference.com/players/g/grayeje01.html"
"1472","Bob Greacen","/players/g/greacbo01.html",1972,"https://basketball-reference.com/players/g/greacbo01.html"
"1473","A.C. Green","/players/g/greenac01.html",2001,"https://basketball-reference.com/players/g/greenac01.html"
"1474","Danny Green","/players/g/greenda02.html",2020,"https://basketball-reference.com/players/g/greenda02.html"
"1475","Devin Green","/players/g/greende01.html",2006,"https://basketball-reference.com/players/g/greende01.html"
"1476","Draymond Green","/players/g/greendr01.html",2020,"https://basketball-reference.com/players/g/greendr01.html"
"1477","Erick Green","/players/g/greener01.html",2016,"https://basketball-reference.com/players/g/greener01.html"
"1478","Gerald Green","/players/g/greenge01.html",2019,"https://basketball-reference.com/players/g/greenge01.html"
"1479","JaMychal Green","/players/g/greenja01.html",2020,"https://basketball-reference.com/players/g/greenja01.html"
"1480","Javonte Green","/players/g/greenja02.html",2020,"https://basketball-reference.com/players/g/greenja02.html"
"1481","Jeff Green","/players/g/greenje02.html",2020,"https://basketball-reference.com/players/g/greenje02.html"
"1482","Johnny Green","/players/g/greenjo01.html",1973,"https://basketball-reference.com/players/g/greenjo01.html"
"1483","Ken Green","/players/g/greenke01.html",1986,"https://basketball-reference.com/players/g/greenke01.html"
"1484","Kenny Green","/players/g/greenke02.html",1987,"https://basketball-reference.com/players/g/greenke02.html"
"1485","Lamar Green","/players/g/greenla01.html",1975,"https://basketball-reference.com/players/g/greenla01.html"
"1486","Litterial Green","/players/g/greenli01.html",1999,"https://basketball-reference.com/players/g/greenli01.html"
"1487","Luther Green","/players/g/greenlu01.html",1973,"https://basketball-reference.com/players/g/greenlu01.html"
"1488","Mike Green","/players/g/greenmi01.html",1980,"https://basketball-reference.com/players/g/greenmi01.html"
"1489","Rickey Green","/players/g/greenri01.html",1992,"https://basketball-reference.com/players/g/greenri01.html"
"1490","Sean Green","/players/g/greense01.html",1994,"https://basketball-reference.com/players/g/greense01.html"
"1491","Si Green","/players/g/greensi01.html",1966,"https://basketball-reference.com/players/g/greensi01.html"
"1492","Sidney Green","/players/g/greensi02.html",1993,"https://basketball-reference.com/players/g/greensi02.html"
"1493","Steve Green","/players/g/greenst01.html",1979,"https://basketball-reference.com/players/g/greenst01.html"
"1494","Taurean Green","/players/g/greenta01.html",2008,"https://basketball-reference.com/players/g/greenta01.html"
"1495","Tommie Green","/players/g/greento01.html",1979,"https://basketball-reference.com/players/g/greento01.html"
"1496","Willie Green","/players/g/greenwi01.html",2015,"https://basketball-reference.com/players/g/greenwi01.html"
"1497","Donte Greene","/players/g/greendo01.html",2012,"https://basketball-reference.com/players/g/greendo01.html"
"1498","Orien Greene","/players/g/greenor01.html",2011,"https://basketball-reference.com/players/g/greenor01.html"
"1499","Jerry Greenspan","/players/g/greenje01.html",1965,"https://basketball-reference.com/players/g/greenje01.html"
"1500","Dave Greenwood","/players/g/greenda01.html",1991,"https://basketball-reference.com/players/g/greenda01.html"
"1501","Hal Greer","/players/g/greerha01.html",1973,"https://basketball-reference.com/players/g/greerha01.html"
"1502","Lynn Greer","/players/g/greerly01.html",2007,"https://basketball-reference.com/players/g/greerly01.html"
"1503","Gary Gregor","/players/g/gregoga01.html",1974,"https://basketball-reference.com/players/g/gregoga01.html"
"1504","Claude Gregory","/players/g/gregocl01.html",1988,"https://basketball-reference.com/players/g/gregocl01.html"
"1505","John Greig","/players/g/greigjo01.html",1983,"https://basketball-reference.com/players/g/greigjo01.html"
"1506","Norm Grekin","/players/g/grekino01.html",1954,"https://basketball-reference.com/players/g/grekino01.html"
"1507","Kevin Grevey","/players/g/greveke01.html",1985,"https://basketball-reference.com/players/g/greveke01.html"
"1508","Dennis Grey","/players/g/greyde01.html",1970,"https://basketball-reference.com/players/g/greyde01.html"
"1509","Adrian Griffin","/players/g/griffad01.html",2008,"https://basketball-reference.com/players/g/griffad01.html"
"1510","Blake Griffin","/players/g/griffbl01.html",2020,"https://basketball-reference.com/players/g/griffbl01.html"
"1511","Eddie Griffin","/players/g/griffed01.html",2007,"https://basketball-reference.com/players/g/griffed01.html"
"1512","Greg Griffin","/players/g/griffgr01.html",1978,"https://basketball-reference.com/players/g/griffgr01.html"
"1513","Paul Griffin","/players/g/griffpa01.html",1983,"https://basketball-reference.com/players/g/griffpa01.html"
"1514","Taylor Griffin","/players/g/griffta01.html",2010,"https://basketball-reference.com/players/g/griffta01.html"
"1515","Darrell Griffith","/players/g/griffda01.html",1991,"https://basketball-reference.com/players/g/griffda01.html"
"1516","Chuck Grigsby","/players/g/grigsch01.html",1955,"https://basketball-reference.com/players/g/grigsch01.html"
"1517","Derek Grimm","/players/g/grimmde01.html",1998,"https://basketball-reference.com/players/g/grimmde01.html"
"1518","Dick Groat","/players/g/groatdi01.html",1953,"https://basketball-reference.com/players/g/groatdi01.html"
"1519","Bob Gross","/players/g/grossbo01.html",1983,"https://basketball-reference.com/players/g/grossbo01.html"
"1520","Mike Grosso","/players/g/grossmi01.html",1972,"https://basketball-reference.com/players/g/grossmi01.html"
"1521","Jerry Grote","/players/g/groteje01.html",1965,"https://basketball-reference.com/players/g/groteje01.html"
"1522","Dick Grubar","/players/g/grubadi01.html",1970,"https://basketball-reference.com/players/g/grubadi01.html"
"1523","Anthony Grundy","/players/g/grundan01.html",2006,"https://basketball-reference.com/players/g/grundan01.html"
"1524","Ernie Grunfeld","/players/g/grunfer01.html",1986,"https://basketball-reference.com/players/g/grunfer01.html"
"1525","Gene Guarilia","/players/g/guarige01.html",1963,"https://basketball-reference.com/players/g/guarige01.html"
"1526","Petur Gu?mundsson","/players/g/gudmupe01.html",1989,"https://basketball-reference.com/players/g/gudmupe01.html"
"1527","Marko Guduric","/players/g/gudurma01.html",2020,"https://basketball-reference.com/players/g/gudurma01.html"
"1528","Richie Guerin","/players/g/gueriri01.html",1970,"https://basketball-reference.com/players/g/gueriri01.html"
"1529","Tom Gugliotta","/players/g/guglito01.html",2005,"https://basketball-reference.com/players/g/guglito01.html"
"1530","Andres Guibert","/players/g/guibean01.html",1995,"https://basketball-reference.com/players/g/guibean01.html"
"1531","Jay Guidinger","/players/g/guidija01.html",1994,"https://basketball-reference.com/players/g/guidija01.html"
"1532","Dave Gunther","/players/g/gunthda01.html",1963,"https://basketball-reference.com/players/g/gunthda01.html"
"1533","Matt Guokas","/players/g/guokama02.html",1976,"https://basketball-reference.com/players/g/guokama02.html"
"1534","Jorge Gutierrez","/players/g/gutiejo01.html",2016,"https://basketball-reference.com/players/g/gutiejo01.html"
"1535","Kyle Guy","/players/g/guyky01.html",2020,"https://basketball-reference.com/players/g/guyky01.html"
"1536","A.J. Guyton","/players/g/guytoaj01.html",2003,"https://basketball-reference.com/players/g/guytoaj01.html"
"1537","Rui Hachimura","/players/h/hachiru01.html",2020,"https://basketball-reference.com/players/h/hachiru01.html"
"1538","Rudy Hackett","/players/h/hackeru01.html",1977,"https://basketball-reference.com/players/h/hackeru01.html"
"1539","Hamed Haddadi","/players/h/haddaha01.html",2013,"https://basketball-reference.com/players/h/haddaha01.html"
"1540","Jim Hadnot","/players/h/hadnoji01.html",1968,"https://basketball-reference.com/players/h/hadnoji01.html"
"1541","Scott Haffner","/players/h/haffnsc01.html",1991,"https://basketball-reference.com/players/h/haffnsc01.html"
"1542","Cliff Hagan","/players/h/hagancl01.html",1970,"https://basketball-reference.com/players/h/hagancl01.html"
"1543","Glenn Hagan","/players/h/hagangl01.html",1982,"https://basketball-reference.com/players/h/hagangl01.html"
