"","Yr","Player"
"1",1962,"Paul Arizin"
"2",1962,"Wilt Chamberlain"
"3",1962,"Larry Costello"
"4",1962,"Bob Cousy"
"5",1962,"Tom Gola"
"6",1962,"Johnny Green"
"7",1962,"Hal Greer"
"8",1962,"Richie Guerin"
"9",1962,"Tom Heinsohn"
"10",1962,"Sam Jones"
"11",1962,"Willie Naulls"
"12",1962,"Bill Russell"
"13",1962,"Dolph Schayes"
"14",1962,"Elgin Baylor"
"15",1962,"Walt Bellamy"
"16",1962,"Wayne Embry"
"17",1962,"Cliff Hagan"
"18",1962,"Bailey Howell"
"19",1962,"Rudy LaRusso"
"20",1962,"Bob Pettit"
"21",1962,"Oscar Robertson"
"22",1962,"Frank Selvy"
"23",1962,"Gene Shue"
"24",1962,"Jack Twyman"
"25",1962,"Jerry West"
