"","Yr","Player"
"1",2018,"LaMarcus Aldridge"
"2",2018,"Bradley Beal"
"3",2018,"DeMarcus Cousins"
"4",2018,"Anthony Davis"
"5",2018,"Goran Dragic"
"6",2018,"Andre Drummond"
"7",2018,"Kevin Durant"
"8",2018,"Paul George"
"9",2018,"Kyrie Irving"
"10",2018,"LeBron James"
"11",2018,"Kevin Love"
"12",2018,"Victor Oladipo"
"13",2018,"Kristaps Porzingis"
"14",2018,"Kemba Walker"
"15",2018,"John Wall"
"16",2018,"Russell Westbrook"
"17",2018,"Giannis Antetokounmpo"
"18",2018,"Jimmy Butler"
"19",2018,"Stephen Curry"
"20",2018,"DeMar DeRozan"
"21",2018,"Joel Embiid"
"22",2018,"Draymond Green"
"23",2018,"James Harden"
"24",2018,"Al Horford"
"25",2018,"Damian Lillard"
"26",2018,"Kyle Lowry"
"27",2018,"Klay Thompson"
"28",2018,"Karl-Anthony Towns"
