"","Yr","Player"
"1",1952,"Paul Arizin"
"2",1952,"Bob Cousy"
"3",1952,"Joe Fulks"
"4",1952,"Harry Gallatin"
"5",1952,"Ed Macauley"
"6",1952,"Dick McGuire"
"7",1952,"Andy Phillip"
"8",1952,"Red Rocha"
"9",1952,"Dolph Schayes"
"10",1952,"Fred Scolari"
"11",1952,"Max Zaslofsky"
"12",1952,"Leo Barnhorst"
"13",1952,"Frankie Brian"
"14",1952,"Bob Davies"
"15",1952,"Dike Eddleman"
"16",1952,"Larry Foust"
"17",1952,"George Mikan"
"18",1952,"Vern Mikkelsen"
"19",1952,"Jim Pollard"
"20",1952,"Arnie Risen"
"21",1952,"Paul Walther"
"22",1952,"Bobby Wanzer"
