"","Yr","Player","allstar"
"1580",2016,"James Harden",1
"1581",2016,"Kawhi Leonard",1
"1582",2016,"Chris Paul",1
"1583",2016,"Klay Thompson",1
"1584",2016,"Russell Westbrook",1
"1585",2017,"Giannis Antetokounmpo",1
"1586",2017,"Carmelo Anthony",1
"1587",2017,"Jimmy Butler",1
"1588",2017,"DeMar DeRozan",1
"1589",2017,"Paul George",1
"1590",2017,"Kyrie Irving",1
"1591",2017,"LeBron James",1
"1592",2017,"Kevin Love",1
"1593",2017,"Kyle Lowry",1
"1594",2017,"Paul Millsap",1
"1595",2017,"Isaiah Thomas",1
"1596",2017,"Kemba Walker",1
"1597",2017,"John Wall",1
"1598",2017,"DeMarcus Cousins",1
"1599",2017,"Stephen Curry",1
"1600",2017,"Anthony Davis",1
"1601",2017,"Kevin Durant",1
"1602",2017,"Marc Gasol",1
"1603",2017,"Draymond Green",1
"1604",2017,"James Harden",1
"1605",2017,"Gordon Hayward",1
"1606",2017,"DeAndre Jordan",1
"1607",2017,"Kawhi Leonard",1
"1608",2017,"Klay Thompson",1
"1609",2017,"Russell Westbrook",1
"1610",2018,"LaMarcus Aldridge",1
"1611",2018,"Bradley Beal",1
"1612",2018,"DeMarcus Cousins",1
"1613",2018,"Anthony Davis",1
"1614",2018,"Goran Dragic",1
"1615",2018,"Andre Drummond",1
"1616",2018,"Kevin Durant",1
"1617",2018,"Paul George",1
"1618",2018,"Kyrie Irving",1
"1619",2018,"LeBron James",1
"1620",2018,"Kevin Love",1
"1621",2018,"Victor Oladipo",1
"1622",2018,"Kristaps Porzingis",1
"1623",2018,"Kemba Walker",1
"1624",2018,"John Wall",1
"1625",2018,"Russell Westbrook",1
"1626",2018,"Giannis Antetokounmpo",1
"1627",2018,"Jimmy Butler",1
"1628",2018,"Stephen Curry",1
"1629",2018,"DeMar DeRozan",1
"1630",2018,"Joel Embiid",1
"1631",2018,"Draymond Green",1
"1632",2018,"James Harden",1
"1633",2018,"Al Horford",1
"1634",2018,"Damian Lillard",1
"1635",2018,"Kyle Lowry",1
"1636",2018,"Klay Thompson",1
"1637",2018,"Karl-Anthony Towns",1
"1638",2019,"Giannis Antetokounmpo",1
"1639",2019,"Stephen Curry",1
"1640",2019,"Joel Embiid",1
"1641",2019,"Paul George",1
"1642",2019,"Blake Griffin",1
"1643",2019,"Nikola Jokic",1
"1644",2019,"Kyle Lowry",1
"1645",2019,"Khris Middleton",1
"1646",2019,"Dirk Nowitzki",1
"1647",2019,"Victor Oladipo",1
"1648",2019,"D'Angelo Russell",1
"1649",2019,"Nikola Vucevic",1
"1650",2019,"Kemba Walker",1
"1651",2019,"Russell Westbrook",1
"1652",2019,"LaMarcus Aldridge",1
"1653",2019,"Bradley Beal",1
"1654",2019,"Anthony Davis",1
"1655",2019,"Kevin Durant",1
"1656",2019,"James Harden",1
"1657",2019,"Kyrie Irving",1
"1658",2019,"LeBron James",1
"1659",2019,"Kawhi Leonard",1
"1660",2019,"Damian Lillard",1
"1661",2019,"Ben Simmons",1
"1662",2019,"Klay Thompson",1
"1663",2019,"Karl-Anthony Towns",1
"1664",2019,"Dwyane Wade",1
"1665",2020,"Bam Adebayo",1
"1666",2020,"Giannis Antetokounmpo",1
"1667",2020,"Jimmy Butler",1
"1668",2020,"Joel Embiid",1
"1669",2020,"Rudy Gobert",1
"1670",2020,"Brandon Ingram",1
"1671",2020,"Kyle Lowry",1
"1672",2020,"Khris Middleton",1
"1673",2020,"Donovan Mitchell",1
"1674",2020,"Pascal Siakam",1
"1675",2020,"Kemba Walker",1
"1676",2020,"Trae Young",1
"1677",2020,"Devin Booker",1
"1678",2020,"Anthony Davis",1
"1679",2020,"Luka Doncic",1
"1680",2020,"James Harden",1
"1681",2020,"LeBron James",1
"1682",2020,"Nikola Jokic",1
"1683",2020,"Kawhi Leonard",1
"1684",2020,"Damian Lillard",1
"1685",2020,"Chris Paul",1
"1686",2020,"Domantas Sabonis",1
"1687",2020,"Ben Simmons",1
"1688",2020,"Jayson Tatum",1
"1689",2020,"Russell Westbrook",1
