"","Yr","Player","allstar"
"144",1957,"Richie Regan",1
"145",1957,"Maurice Stokes",1
"146",1957,"Jack Twyman",1
"147",1957,"George Yardley",1
"148",1958,"Paul Arizin",1
"149",1958,"Larry Costello",1
"150",1958,"Bob Cousy",1
"151",1958,"Richie Guerin",1
"152",1958,"Neil Johnston",1
"153",1958,"Willie Naulls",1
"154",1958,"Bill Russell",1
"155",1958,"Dolph Schayes",1
"156",1958,"Kenny Sears",1
"157",1958,"Bill Sharman",1
"158",1958,"Larry Foust",1
"159",1958,"Dick Garmaker",1
"160",1958,"Cliff Hagan",1
"161",1958,"Slater Martin",1
"162",1958,"Dick McGuire",1
"163",1958,"Bob Pettit",1
"164",1958,"Gene Shue",1
"165",1958,"Maurice Stokes",1
"166",1958,"Jack Twyman",1
"167",1958,"George Yardley",1
"168",1959,"Paul Arizin",1
"169",1959,"Larry Costello",1
"170",1959,"Bob Cousy",1
"171",1959,"Richie Guerin",1
"172",1959,"Red Kerr",1
"173",1959,"Bill Russell",1
"174",1959,"Woody Sauldsberry",1
"175",1959,"Dolph Schayes",1
"176",1959,"Kenny Sears",1
"177",1959,"Bill Sharman",1
"178",1959,"Elgin Baylor",1
"179",1959,"Larry Foust",1
"180",1959,"Dick Garmaker",1
"181",1959,"Cliff Hagan",1
"182",1959,"Slater Martin",1
"183",1959,"Dick McGuire",1
"184",1959,"Bob Pettit",1
"185",1959,"Gene Shue",1
"186",1959,"Jack Twyman",1
"187",1959,"George Yardley",1
"188",1960,"Paul Arizin",1
"189",1960,"Wilt Chamberlain",1
"190",1960,"Larry Costello",1
"191",1960,"Bob Cousy",1
"192",1960,"Tom Gola",1
"193",1960,"Richie Guerin",1
"194",1960,"Willie Naulls",1
"195",1960,"Bill Russell",1
"196",1960,"Dolph Schayes",1
"197",1960,"Bill Sharman",1
"198",1960,"George Yardley",1
"199",1960,"Elgin Baylor",1
"200",1960,"Walter Dukes",1
"201",1960,"Dick Garmaker",1
"202",1960,"Cliff Hagan",1
"203",1960,"Hot Rod Hundley",1
"204",1960,"Clyde Lovellette",1
"205",1960,"Chuck Noble",1
"206",1960,"Bob Pettit",1
"207",1960,"Gene Shue",1
"208",1960,"Jack Twyman",1
"209",1961,"Paul Arizin",1
"210",1961,"Wilt Chamberlain",1
"211",1961,"Larry Costello",1
"212",1961,"Bob Cousy",1
"213",1961,"Tom Gola",1
"214",1961,"Hal Greer",1
"215",1961,"Richie Guerin",1
"216",1961,"Tom Heinsohn",1
"217",1961,"Willie Naulls",1
"218",1961,"Bill Russell",1
"219",1961,"Dolph Schayes",1
"220",1961,"Elgin Baylor",1
"221",1961,"Walter Dukes",1
"222",1961,"Wayne Embry",1
"223",1961,"Cliff Hagan",1
"224",1961,"Bailey Howell",1
"225",1961,"Hot Rod Hundley",1
"226",1961,"Clyde Lovellette",1
"227",1961,"Bob Pettit",1
"228",1961,"Oscar Robertson",1
"229",1961,"Gene Shue",1
"230",1961,"Jerry West",1
"231",1962,"Paul Arizin",1
"232",1962,"Wilt Chamberlain",1
"233",1962,"Larry Costello",1
"234",1962,"Bob Cousy",1
"235",1962,"Tom Gola",1
"236",1962,"Johnny Green",1
"237",1962,"Hal Greer",1
"238",1962,"Richie Guerin",1
"239",1962,"Tom Heinsohn",1
"240",1962,"Sam Jones",1
"241",1962,"Willie Naulls",1
"242",1962,"Bill Russell",1
"243",1962,"Dolph Schayes",1
"244",1962,"Elgin Baylor",1
"245",1962,"Walt Bellamy",1
"246",1962,"Wayne Embry",1
"247",1962,"Cliff Hagan",1
"248",1962,"Bailey Howell",1
"249",1962,"Rudy LaRusso",1
"250",1962,"Bob Pettit",1
"251",1962,"Oscar Robertson",1
"252",1962,"Frank Selvy",1
"253",1962,"Gene Shue",1
"254",1962,"Jack Twyman",1
"255",1962,"Jerry West",1
"256",1963,"Bob Cousy",1
"257",1963,"Wayne Embry",1
"258",1963,"Tom Gola",1
"259",1963,"Johnny Green",1
"260",1963,"Hal Greer",1
"261",1963,"Richie Guerin",1
"262",1963,"Tom Heinsohn",1
"263",1963,"Red Kerr",1
"264",1963,"Oscar Robertson",1
"265",1963,"Bill Russell",1
"266",1963,"Lee Shaffer",1
"267",1963,"Jack Twyman",1
"268",1963,"Elgin Baylor",1
"269",1963,"Walt Bellamy",1
"270",1963,"Wilt Chamberlain",1
"271",1963,"Terry Dischinger",1
"272",1963,"Bailey Howell",1
"273",1963,"Rudy LaRusso",1
"274",1963,"Tom Meschery",1
"275",1963,"Don Ohl",1
"276",1963,"Bob Pettit",1
"277",1963,"Guy Rodgers",1
"278",1963,"Jerry West",1
"279",1963,"Lenny Wilkens",1
"280",1964,"Len Chappell",1
"281",1964,"Wayne Embry",1
"282",1964,"Tom Gola",1
"283",1964,"Hal Greer",1
"284",1964,"Tom Heinsohn",1
"285",1964,"Sam Jones",1
"286",1964,"Jerry Lucas",1
"287",1964,"Oscar Robertson",1
"288",1964,"Bill Russell",1
"289",1964,"Chet Walker",1
"290",1964,"Elgin Baylor",1
"291",1964,"Walt Bellamy",1
"292",1964,"Wilt Chamberlain",1
"293",1964,"Terry Dischinger",1
"294",1964,"Bailey Howell",1
"295",1964,"Don Ohl",1
"296",1964,"Bob Pettit",1
"297",1964,"Guy Rodgers",1
"298",1964,"Jerry West",1
"299",1964,"Lenny Wilkens",1
"300",1965,"Larry Costello",1
"301",1965,"Wayne Embry",1
"302",1965,"Johnny Green",1
"303",1965,"Hal Greer",1
"304",1965,"Tom Heinsohn",1
"305",1965,"Luke Jackson",1
"306",1965,"Sam Jones",1
"307",1965,"Jerry Lucas",1
"308",1965,"Willis Reed",1
"309",1965,"Oscar Robertson",1
"310",1965,"Bill Russell",1
"311",1965,"Elgin Baylor",1
"312",1965,"Walt Bellamy",1
"313",1965,"Wilt Chamberlain",1
"314",1965,"Terry Dischinger",1
"315",1965,"Gus Johnson",1
"316",1965,"Don Ohl",1
"317",1965,"Bob Pettit",1
"318",1965,"Nate Thurmond",1
"319",1965,"Jerry West",1
"320",1965,"Lenny Wilkens",1
"321",1966,"Wilt Chamberlain",1
"322",1966,"Hal Greer",1
"323",1966,"John Havlicek",1
"324",1966,"Sam Jones",1
"325",1966,"Jerry Lucas",1
"326",1966,"Willis Reed",1
"327",1966,"Oscar Robertson",1
"328",1966,"Bill Russell",1
"329",1966,"Adrian Smith",1
"330",1966,"Chet Walker",1
"331",1966,"Rick Barry",1
"332",1966,"Zelmo Beaty",1
"333",1966,"Dave DeBusschere",1
"334",1966,"Bailey Howell",1
"335",1966,"Rudy LaRusso",1
"336",1966,"Eddie Miles",1
"337",1966,"Don Ohl",1
"338",1966,"Guy Rodgers",1
"339",1966,"Nate Thurmond",1
"340",1966,"Jerry West",1
"341",1967,"Wilt Chamberlain",1
"342",1967,"Hal Greer",1
"343",1967,"John Havlicek",1
"344",1967,"Bailey Howell",1
"345",1967,"Jerry Lucas",1
"346",1967,"Don Ohl",1
"347",1967,"Willis Reed",1
"348",1967,"Oscar Robertson",1
"349",1967,"Bill Russell",1
"350",1967,"Chet Walker",1
"351",1967,"Rick Barry",1
"352",1967,"Elgin Baylor",1
"353",1967,"Bill Bridges",1
"354",1967,"Dave DeBusschere",1
"355",1967,"Darrall Imhoff",1
"356",1967,"Guy Rodgers",1
"357",1967,"Jerry Sloan",1
"358",1967,"Nate Thurmond",1
"359",1967,"Jerry West",1
"360",1967,"Lenny Wilkens",1
"361",1968,"Dick Barnett",1
"362",1968,"Dave Bing",1
"363",1968,"Wilt Chamberlain",1
"364",1968,"Dave DeBusschere",1
"365",1968,"Hal Greer",1
"366",1968,"John Havlicek",1
"367",1968,"Gus Johnson",1
"368",1968,"Sam Jones",1
"369",1968,"Jerry Lucas",1
"370",1968,"Willis Reed",1
"371",1968,"Oscar Robertson",1
"372",1968,"Bill Russell",1
"373",1968,"Walt Hazzard",1
"374",1968,"Elgin Baylor",1
"375",1968,"Zelmo Beaty",1
"376",1968,"Bob Boozer",1
"377",1968,"Bill Bridges",1
"378",1968,"Archie Clark",1
"379",1968,"Jim King",1
"380",1968,"Don Kojis",1
"381",1968,"Rudy LaRusso",1
"382",1968,"Clyde Lee",1
"383",1968,"Nate Thurmond",1
"384",1968,"Jerry West",1
"385",1968,"Lenny Wilkens",1
"386",1969,"Dave Bing",1
"387",1969,"Billy Cunningham",1
"388",1969,"Hal Greer",1
"389",1969,"John Havlicek",1
"390",1969,"Gus Johnson",1
"391",1969,"Jerry Lucas",1
"392",1969,"Jon McGlocklin",1
"393",1969,"Earl Monroe",1
"394",1969,"Willis Reed",1
"395",1969,"Oscar Robertson",1
"396",1969,"Bill Russell",1
"397",1969,"Wes Unseld",1
"398",1969,"Elgin Baylor",1
"399",1969,"Joe Caldwell",1
"400",1969,"Wilt Chamberlain",1
"401",1969,"Gail Goodrich",1
"402",1969,"Elvin Hayes",1
"403",1969,"Lou Hudson",1
"404",1969,"Don Kojis",1
"405",1969,"Rudy LaRusso",1
"406",1969,"Jeff Mullins",1
"407",1969,"Jerry Sloan",1
"408",1969,"Dick Van Arsdale",1
"409",1969,"Jerry West",1
"410",1969,"Lenny Wilkens",1
"411",1970,"Kareem Abdul-Jabbar",1
"412",1970,"Billy Cunningham",1
"413",1970,"Dave DeBusschere",1
"414",1970,"Walt Frazier",1
"415",1970,"Hal Greer",1
"416",1970,"John Havlicek",1
"417",1970,"Gus Johnson",1
"418",1970,"Willis Reed",1
"419",1970,"Oscar Robertson",1
"420",1970,"Flynn Robinson",1
"421",1970,"Tom Van Arsdale",1
"422",1970,"Jimmy Walker",1
"423",1970,"Elgin Baylor",1
"424",1970,"Bill Bridges",1
"425",1970,"Joe Caldwell",1
"426",1970,"Connie Hawkins",1
"427",1970,"Elvin Hayes",1
"428",1970,"Lou Hudson",1
"429",1970,"Jeff Mullins",1
"430",1970,"Bob Rule",1
"431",1970,"Nate Thurmond",1
"432",1970,"Dick Van Arsdale",1
"433",1970,"Chet Walker",1
"434",1970,"Jerry West",1
"435",1970,"Lenny Wilkens",1
"436",1971,"Billy Cunningham",1
"437",1971,"Dave DeBusschere",1
"438",1971,"Walt Frazier",1
"439",1971,"Johnny Green",1
"440",1971,"John Havlicek",1
"441",1971,"Lou Hudson",1
"442",1971,"Gus Johnson",1
"443",1971,"John Johnson",1
"444",1971,"Bob Kauffman",1
"445",1971,"Earl Monroe",1
"446",1971,"Willis Reed",1
"447",1971,"Wes Unseld",1
"448",1971,"Tom Van Arsdale",1
"449",1971,"Jo Jo White",1
"450",1971,"Kareem Abdul-Jabbar",1
"451",1971,"Dave Bing",1
"452",1971,"Wilt Chamberlain",1
"453",1971,"Connie Hawkins",1
"454",1971,"Elvin Hayes",1
"455",1971,"Bob Love",1
"456",1971,"Jerry Lucas",1
"457",1971,"Jeff Mullins",1
"458",1971,"Geoff Petrie",1
"459",1971,"Oscar Robertson",1
"460",1971,"Dick Van Arsdale",1
"461",1971,"Chet Walker",1
"462",1971,"Jerry West",1
"463",1971,"Lenny Wilkens",1
"464",1972,"Butch Beard",1
"465",1972,"Archie Clark",1
"466",1972,"Dave Cowens",1
"467",1972,"Billy Cunningham",1
"468",1972,"Dave DeBusschere",1
"469",1972,"Walt Frazier",1
"470",1972,"John Havlicek",1
"471",1972,"Lou Hudson",1
"472",1972,"John Johnson",1
"473",1972,"Bob Kauffman",1
"474",1972,"Jack Marin",1
"475",1972,"Wes Unseld",1
"476",1972,"Tom Van Arsdale",1
"477",1972,"Jo Jo White",1
"478",1972,"Kareem Abdul-Jabbar",1
"479",1972,"Wilt Chamberlain",1
"480",1972,"Gail Goodrich",1
"481",1972,"Connie Hawkins",1
"482",1972,"Elvin Hayes",1
"483",1972,"Spencer Haywood",1
"484",1972,"Bob Lanier",1
"485",1972,"Bob Love",1
"486",1972,"Oscar Robertson",1
"487",1972,"Cazzie Russell",1
"488",1972,"Paul Silas",1
"489",1972,"Jimmy Walker",1
"490",1972,"Jerry West",1
"491",1972,"Sidney Wicks",1
"492",1973,"John Block",1
"493",1973,"Bill Bradley",1
"494",1973,"Dave Cowens",1
"495",1973,"Dave DeBusschere",1
"496",1973,"Walt Frazier",1
"497",1973,"John Havlicek",1
"498",1973,"Elvin Hayes",1
"499",1973,"Lou Hudson",1
"500",1973,"Bob Kauffman",1
"501",1973,"Pete Maravich",1
"502",1973,"Jack Marin",1
"503",1973,"Wes Unseld",1
"504",1973,"Jo Jo White",1
"505",1973,"Lenny Wilkens",1
"506",1973,"Kareem Abdul-Jabbar",1
"507",1973,"Tiny Archibald",1
"508",1973,"Rick Barry",1
"509",1973,"Dave Bing",1
"510",1973,"Wilt Chamberlain",1
"511",1973,"Bob Dandridge",1
"512",1973,"Gail Goodrich",1
"513",1973,"Connie Hawkins",1
"514",1973,"Spencer Haywood",1
"515",1973,"Bob Lanier",1
"516",1973,"Bob Love",1
"517",1973,"Charlie Scott",1
"518",1973,"Nate Thurmond",1
"519",1973,"Chet Walker",1
"520",1973,"Jerry West",1
"521",1973,"Sidney Wicks",1
"522",1974,"Austin Carr",1
"523",1974,"Phil Chenier",1
"524",1974,"Dave Cowens",1
"525",1974,"Dave DeBusschere",1
"526",1974,"Walt Frazier",1
"527",1974,"John Havlicek",1
"528",1974,"Elvin Hayes",1
"529",1974,"Lou Hudson",1
"530",1974,"Pete Maravich",1
"531",1974,"Bob McAdoo",1
"532",1974,"Rudy Tomjanovich",1
"533",1974,"Jo Jo White",1
"534",1974,"Kareem Abdul-Jabbar",1
"535",1974,"Rick Barry",1
"536",1974,"Dave Bing",1
"537",1974,"Gail Goodrich",1
"538",1974,"Spencer Haywood",1
"539",1974,"Bob Lanier",1
"540",1974,"Geoff Petrie",1
"541",1974,"Charlie Scott",1
"542",1974,"Nate Thurmond",1
"543",1974,"Norm Van Lier",1
"544",1974,"Chet Walker",1
"545",1974,"Jerry West",1
"546",1974,"Sidney Wicks",1
"547",1975,"Phil Chenier",1
"548",1975,"Dave Cowens",1
"549",1975,"Walt Frazier",1
"550",1975,"John Havlicek",1
"551",1975,"Elvin Hayes",1
"552",1975,"Bob McAdoo",1
"553",1975,"Steve Mix",1
"554",1975,"Earl Monroe",1
"555",1975,"Paul Silas",1
"556",1975,"Rudy Tomjanovich",1
"557",1975,"Wes Unseld",1
"558",1975,"Jo Jo White",1
"559",1975,"Kareem Abdul-Jabbar",1
"560",1975,"Tiny Archibald",1
"561",1975,"Rick Barry",1
"562",1975,"Dave Bing",1
"563",1975,"Bob Dandridge",1
"564",1975,"Gail Goodrich",1
"565",1975,"Spencer Haywood",1
"566",1975,"Sam Lacey",1
"567",1975,"Bob Lanier",1
"568",1975,"Jim Price",1
"569",1975,"Charlie Scott",1
"570",1975,"Sidney Wicks",1
"571",1976,"Dave Bing",1
"572",1976,"Doug Collins",1
"573",1976,"Dave Cowens",1
"574",1976,"John Drew",1
"575",1976,"Walt Frazier",1
"576",1976,"John Havlicek",1
"577",1976,"Elvin Hayes",1
"578",1976,"Bob McAdoo",1
"579",1976,"George McGinnis",1
"580",1976,"Randy Smith",1
"581",1976,"Rudy Tomjanovich",1
"582",1976,"Jo Jo White",1
"583",1976,"Kareem Abdul-Jabbar",1
"584",1976,"Alvan Adams",1
"585",1976,"Tiny Archibald",1
"586",1976,"Rick Barry",1
"587",1976,"Fred Brown",1
"588",1976,"Bob Dandridge",1
"589",1976,"Curtis Rowe",1
"590",1976,"Phil Smith",1
"591",1976,"Norm Van Lier",1
"592",1976,"Scott Wedman",1
"593",1976,"Jamaal Wilkes",1
"594",1976,"Brian Winters",1
"595",1977,"Phil Chenier",1
"596",1977,"Doug Collins",1
"597",1977,"Dave Cowens",1
"598",1977,"Julius Erving",1
"599",1977,"George Gervin",1
"600",1977,"John Havlicek",1
"601",1977,"Elvin Hayes",1
"602",1977,"Pete Maravich",1
"603",1977,"Bob McAdoo",1
"604",1977,"George McGinnis",1
"605",1977,"Earl Monroe",1
"606",1977,"Rudy Tomjanovich",1
"607",1977,"Jo Jo White",1
"608",1977,"Kareem Abdul-Jabbar",1
"609",1977,"Rick Barry",1
"610",1977,"Don Buse",1
"611",1977,"Dan Issel",1
"612",1977,"Bobby Jones",1
"613",1977,"Billy Knight",1
"614",1977,"Bob Lanier",1
"615",1977,"Maurice Lucas",1
"616",1977,"Phil Smith",1
"617",1977,"David Thompson",1
"618",1977,"Norm Van Lier",1
"619",1977,"Bill Walton",1
"620",1977,"Paul Westphal",1
"621",1978,"Doug Collins",1
"622",1978,"Dave Cowens",1
"623",1978,"Julius Erving",1
"624",1978,"George Gervin",1
"625",1978,"John Havlicek",1
"626",1978,"Elvin Hayes",1
"627",1978,"Larry Kenon",1
"628",1978,"Billy Knight",1
"629",1978,"Moses Malone",1
"630",1978,"Pete Maravich",1
"631",1978,"Bob McAdoo",1
"632",1978,"Truck Robinson",1
"633",1978,"Randy Smith",1
"634",1978,"Rick Barry",1
"635",1978,"Walter Davis",1
"636",1978,"Artis Gilmore",1
"637",1978,"Lionel Hollins",1
"638",1978,"Bobby Jones",1
"639",1978,"Bob Lanier",1
"640",1978,"Maurice Lucas",1
"641",1978,"David Thompson",1
"642",1978,"Bill Walton",1
"643",1978,"Paul Westphal",1
"644",1978,"Brian Winters",1
"645",1979,"Doug Collins",1
"646",1979,"Bob Dandridge",1
"647",1979,"Julius Erving",1
"648",1979,"George Gervin",1
"649",1979,"Elvin Hayes",1
"650",1979,"Larry Kenon",1
"651",1979,"Bob Lanier",1
"652",1979,"Moses Malone",1
"653",1979,"Pete Maravich",1
"654",1979,"Calvin Murphy",1
"655",1979,"Campy Russell",1
"656",1979,"Rudy Tomjanovich",1
"657",1979,"Kareem Abdul-Jabbar",1
"658",1979,"Otis Birdsong",1
"659",1979,"Walter Davis",1
"660",1979,"Artis Gilmore",1
"661",1979,"Dennis Johnson",1
"662",1979,"Marques Johnson",1
"663",1979,"Maurice Lucas",1
"664",1979,"George McGinnis",1
"665",1979,"Jack Sikma",1
"666",1979,"David Thompson",1
"667",1979,"Paul Westphal",1
"668",1980,"Tiny Archibald",1
"669",1980,"Larry Bird",1
"670",1980,"Bill Cartwright",1
"671",1980,"Dave Cowens",1
"672",1980,"John Drew",1
"673",1980,"Julius Erving",1
"674",1980,"George Gervin",1
"675",1980,"Elvin Hayes",1
"676",1980,"Eddie Johnson",1
"677",1980,"Moses Malone",1
"678",1980,"Micheal Ray Richardson",1
"679",1980,"Dan Roundfield",1
"680",1980,"Kareem Abdul-Jabbar",1
"681",1980,"Otis Birdsong",1
"682",1980,"Adrian Dantley",1
"683",1980,"Walter Davis",1
"684",1980,"World B. Free",1
"685",1980,"Dennis Johnson",1
"686",1980,"Marques Johnson",1
"687",1980,"Magic Johnson",1
"688",1980,"Jack Sikma",1
"689",1980,"Kermit Washington",1
"690",1980,"Scott Wedman",1
"691",1980,"Paul Westphal",1
"692",1981,"Tiny Archibald",1
"693",1981,"Larry Bird",1
"694",1981,"Julius Erving",1
"695",1981,"Artis Gilmore",1
"696",1981,"Eddie Johnson",1
"697",1981,"Marques Johnson",1
"698",1981,"Bobby Jones",1
"699",1981,"Mike Mitchell",1
"700",1981,"Robert Parish",1
"701",1981,"Micheal Ray Richardson",1
"702",1981,"Dan Roundfield",1
"703",1981,"Reggie Theus",1
"704",1981,"Kareem Abdul-Jabbar",1
"705",1981,"Otis Birdsong",1
"706",1981,"Adrian Dantley",1
"707",1981,"Walter Davis",1
"708",1981,"George Gervin",1
"709",1981,"Dennis Johnson",1
"710",1981,"Moses Malone",1
"711",1981,"Truck Robinson",1
"712",1981,"Jack Sikma",1
"713",1981,"Paul Westphal",1
"714",1981,"Jamaal Wilkes",1
"715",1982,"Tiny Archibald",1
"716",1982,"Larry Bird",1
"717",1982,"Julius Erving",1
"718",1982,"Artis Gilmore",1
"719",1982,"Bobby Jones",1
"720",1982,"Bob Lanier",1
"721",1982,"Sidney Moncrief",1
"722",1982,"Robert Parish",1
"723",1982,"Micheal Ray Richardson",1
"724",1982,"Dan Roundfield",1
"725",1982,"Isiah Thomas",1
"726",1982,"Kelly Tripucka",1
"727",1982,"Buck Williams",1
"728",1982,"Kareem Abdul-Jabbar",1
"729",1982,"Adrian Dantley",1
"730",1982,"Alex English",1
"731",1982,"George Gervin",1
"732",1982,"Dennis Johnson",1
"733",1982,"Magic Johnson",1
"734",1982,"Bernard King",1
"735",1982,"Moses Malone",1
"736",1982,"Norm Nixon",1
"737",1982,"Lonnie Shelton",1
"738",1982,"Jack Sikma",1
"739",1982,"Gus Williams",1
"740",1983,"Larry Bird",1
"741",1983,"Maurice Cheeks",1
"742",1983,"Julius Erving",1
"743",1983,"Marques Johnson",1
"744",1983,"Bill Laimbeer",1
"745",1983,"Moses Malone",1
"746",1983,"Sidney Moncrief",1
"747",1983,"Robert Parish",1
"748",1983,"Reggie Theus",1
"749",1983,"Isiah Thomas",1
"750",1983,"Andrew Toney",1
"751",1983,"Buck Williams",1
"752",1983,"Kareem Abdul-Jabbar",1
"753",1983,"Alex English",1
"754",1983,"George Gervin",1
"755",1983,"Artis Gilmore",1
"756",1983,"Magic Johnson",1
"757",1983,"Maurice Lucas",1
"758",1983,"Jim Paxson",1
"759",1983,"Jack Sikma",1
"760",1983,"David Thompson",1
"761",1983,"Kiki Vandeweghe",1
"762",1983,"Jamaal Wilkes",1
"763",1983,"Gus Williams",1
"764",1984,"Larry Bird",1
"765",1984,"Otis Birdsong",1
"766",1984,"Julius Erving",1
"767",1984,"Bernard King",1
"768",1984,"Bill Laimbeer",1
"769",1984,"Moses Malone",1
"770",1984,"Kevin McHale",1
"771",1984,"Sidney Moncrief",1
"772",1984,"Robert Parish",1
"773",1984,"Jeff Ruland",1
"774",1984,"Isiah Thomas",1
"775",1984,"Andrew Toney",1
"776",1984,"Kelly Tripucka",1
"777",1984,"Kareem Abdul-Jabbar",1
"778",1984,"Mark Aguirre",1
"779",1984,"Adrian Dantley",1
"780",1984,"Walter Davis",1
"781",1984,"Alex English",1
"782",1984,"George Gervin",1
"783",1984,"Rickey Green",1
"784",1984,"Magic Johnson",1
"785",1984,"Jim Paxson",1
"786",1984,"Ralph Sampson",1
"787",1984,"Jack Sikma",1
"788",1984,"Kiki Vandeweghe",1
"789",1985,"Larry Bird",1
"790",1985,"Terry Cummings",1
"791",1985,"Julius Erving",1
"792",1985,"Dennis Johnson",1
"793",1985,"Michael Jordan",1
"794",1985,"Bernard King",1
"795",1985,"Bill Laimbeer",1
"796",1985,"Moses Malone",1
"797",1985,"Sidney Moncrief",1
"798",1985,"Robert Parish",1
"799",1985,"Micheal Ray Richardson",1
"800",1985,"Jeff Ruland",1
"801",1985,"Isiah Thomas",1
"802",1985,"Kareem Abdul-Jabbar",1
"803",1985,"Rolando Blackman",1
"804",1985,"Adrian Dantley",1
"805",1985,"Alex English",1
"806",1985,"George Gervin",1
"807",1985,"Magic Johnson",1
"808",1985,"Larry Nance",1
"809",1985,"Calvin Natt",1
"810",1985,"Norm Nixon",1
"811",1985,"Hakeem Olajuwon",1
"812",1985,"Ralph Sampson",1
"813",1985,"Jack Sikma",1
"814",1986,"Larry Bird",1
"815",1986,"Maurice Cheeks",1
"816",1986,"Julius Erving",1
"817",1986,"Patrick Ewing",1
"818",1986,"Michael Jordan",1
"819",1986,"Jeff Malone",1
"820",1986,"Moses Malone",1
"821",1986,"Kevin McHale",1
"822",1986,"Sidney Moncrief",1
"823",1986,"Robert Parish",1
"824",1986,"Isiah Thomas",1
"825",1986,"Dominique Wilkins",1
"826",1986,"Buck Williams",1
"827",1986,"Kareem Abdul-Jabbar",1
"828",1986,"Rolando Blackman",1
"829",1986,"Adrian Dantley",1
"830",1986,"Clyde Drexler",1
"831",1986,"Alex English",1
"832",1986,"Artis Gilmore",1
"833",1986,"Marques Johnson",1
"834",1986,"Magic Johnson",1
"835",1986,"Hakeem Olajuwon",1
"836",1986,"Alvin Robertson",1
"837",1986,"Ralph Sampson",1
"838",1986,"James Worthy",1
"839",1987,"Charles Barkley",1
"840",1987,"Larry Bird",1
"841",1987,"Maurice Cheeks",1
"842",1987,"Julius Erving",1
"843",1987,"Michael Jordan",1
"844",1987,"Bill Laimbeer",1
"845",1987,"Jeff Malone",1
"846",1987,"Moses Malone",1
"847",1987,"Kevin McHale",1
"848",1987,"Robert Parish",1
"849",1987,"Isiah Thomas",1
"850",1987,"Dominique Wilkins",1
"851",1987,"Kareem Abdul-Jabbar",1
"852",1987,"Mark Aguirre",1
"853",1987,"Rolando Blackman",1
"854",1987,"Joe Barry Carroll",1
"855",1987,"Tom Chambers",1
"856",1987,"Walter Davis",1
"857",1987,"Alex English",1
"858",1987,"Sleepy Floyd",1
"859",1987,"Magic Johnson",1
"860",1987,"Hakeem Olajuwon",1
"861",1987,"Alvin Robertson",1
"862",1987,"Ralph Sampson",1
"863",1987,"James Worthy",1
"864",1988,"Danny Ainge",1
"865",1988,"Charles Barkley",1
"866",1988,"Larry Bird",1
"867",1988,"Maurice Cheeks",1
"868",1988,"Brad Daugherty",1
"869",1988,"Patrick Ewing",1
"870",1988,"Michael Jordan",1
"871",1988,"Moses Malone",1
"872",1988,"Kevin McHale",1
"873",1988,"Doc Rivers",1
"874",1988,"Isiah Thomas",1
"875",1988,"Dominique Wilkins",1
"876",1988,"Kareem Abdul-Jabbar",1
"877",1988,"Mark Aguirre",1
"878",1988,"James Donaldson",1
"879",1988,"Clyde Drexler",1
"880",1988,"Alex English",1
"881",1988,"Magic Johnson",1
"882",1988,"Steve Johnson",1
"883",1988,"Fat Lever",1
"884",1988,"Karl Malone",1
"885",1988,"Xavier McDaniel",1
"886",1988,"Hakeem Olajuwon",1
"887",1988,"Alvin Robertson",1
"888",1988,"James Worthy",1
"889",1989,"Charles Barkley",1
"890",1989,"Terry Cummings",1
"891",1989,"Brad Daugherty",1
"892",1989,"Patrick Ewing",1
"893",1989,"Mark Jackson",1
"894",1989,"Michael Jordan",1
"895",1989,"Moses Malone",1
"896",1989,"Kevin McHale",1
"897",1989,"Larry Nance",1
"898",1989,"Mark Price",1
"899",1989,"Isiah Thomas",1
"900",1989,"Dominique Wilkins",1
"901",1989,"Kareem Abdul-Jabbar",1
"902",1989,"Tom Chambers",1
"903",1989,"Clyde Drexler",1
"904",1989,"Kevin Duckworth",1
"905",1989,"Mark Eaton",1
"906",1989,"Dale Ellis",1
"907",1989,"Alex English",1
"908",1989,"Magic Johnson",1
"909",1989,"Karl Malone",1
"910",1989,"Chris Mullin",1
"911",1989,"Hakeem Olajuwon",1
"912",1989,"John Stockton",1
"913",1989,"James Worthy",1
"914",1990,"Charles Barkley",1
"915",1990,"Larry Bird",1
"916",1990,"Joe Dumars",1
"917",1990,"Patrick Ewing",1
"918",1990,"Michael Jordan",1
"919",1990,"Kevin McHale",1
"920",1990,"Reggie Miller",1
"921",1990,"Robert Parish",1
"922",1990,"Scottie Pippen",1
"923",1990,"Dennis Rodman",1
"924",1990,"Isiah Thomas",1
"925",1990,"Dominique Wilkins",1
"926",1990,"Rolando Blackman",1
"927",1990,"Tom Chambers",1
"928",1990,"Clyde Drexler",1
"929",1990,"A.C. Green",1
"930",1990,"Kevin Johnson",1
"931",1990,"Magic Johnson",1
"932",1990,"Fat Lever",1
"933",1990,"Karl Malone",1
"934",1990,"Chris Mullin",1
"935",1990,"Hakeem Olajuwon",1
"936",1990,"David Robinson",1
"937",1990,"John Stockton",1
"938",1990,"James Worthy",1
"939",1991,"Charles Barkley",1
"940",1991,"Larry Bird",1
"941",1991,"Brad Daugherty",1
"942",1991,"Joe Dumars",1
"943",1991,"Patrick Ewing",1
"944",1991,"Hersey Hawkins",1
"945",1991,"Michael Jordan",1
"946",1991,"Bernard King",1
"947",1991,"Kevin McHale",1
"948",1991,"Robert Parish",1
"949",1991,"Ricky Pierce",1
"950",1991,"Alvin Robertson",1
