"","Yr","Player"
"1",1989,"Charles Barkley"
"2",1989,"Terry Cummings"
"3",1989,"Brad Daugherty"
"4",1989,"Patrick Ewing"
"5",1989,"Mark Jackson"
"6",1989,"Michael Jordan"
"7",1989,"Moses Malone"
"8",1989,"Kevin McHale"
"9",1989,"Larry Nance"
"10",1989,"Mark Price"
"11",1989,"Isiah Thomas"
"12",1989,"Dominique Wilkins"
"13",1989,"Kareem Abdul-Jabbar"
"14",1989,"Tom Chambers"
"15",1989,"Clyde Drexler"
"16",1989,"Kevin Duckworth"
"17",1989,"Mark Eaton"
"18",1989,"Dale Ellis"
"19",1989,"Alex English"
"20",1989,"Magic Johnson"
"21",1989,"Karl Malone"
"22",1989,"Chris Mullin"
"23",1989,"Hakeem Olajuwon"
"24",1989,"John Stockton"
"25",1989,"James Worthy"
