"","Yr","Player"
"1",1972,"Butch Beard"
"2",1972,"Archie Clark"
"3",1972,"Dave Cowens"
"4",1972,"Billy Cunningham"
"5",1972,"Dave DeBusschere"
"6",1972,"Walt Frazier"
"7",1972,"John Havlicek"
"8",1972,"Lou Hudson"
"9",1972,"John Johnson"
"10",1972,"Bob Kauffman"
"11",1972,"Jack Marin"
"12",1972,"Wes Unseld"
"13",1972,"Tom Van Arsdale"
"14",1972,"Jo Jo White"
"15",1972,"Kareem Abdul-Jabbar"
"16",1972,"Wilt Chamberlain"
"17",1972,"Gail Goodrich"
"18",1972,"Connie Hawkins"
"19",1972,"Elvin Hayes"
"20",1972,"Spencer Haywood"
"21",1972,"Bob Lanier"
"22",1972,"Bob Love"
"23",1972,"Oscar Robertson"
"24",1972,"Cazzie Russell"
"25",1972,"Paul Silas"
"26",1972,"Jimmy Walker"
"27",1972,"Jerry West"
"28",1972,"Sidney Wicks"
