"","Yr","Player"
"1",2002,"Shareef Abdur-Rahim"
"2",2002,"Ray Allen"
"3",2002,"Vince Carter"
"4",2002,"Baron Davis"
"5",2002,"Allen Iverson"
"6",2002,"Michael Jordan"
"7",2002,"Jason Kidd"
"8",2002,"Tracy McGrady"
"9",2002,"Alonzo Mourning"
"10",2002,"Dikembe Mutombo"
"11",2002,"Jermaine O'Neal"
"12",2002,"Paul Pierce"
"13",2002,"Antoine Walker"
"14",2002,"Elton Brand"
"15",2002,"Kobe Bryant"
"16",2002,"Tim Duncan"
"17",2002,"Steve Francis"
"18",2002,"Kevin Garnett"
"19",2002,"Karl Malone"
"20",2002,"Steve Nash"
"21",2002,"Dirk Nowitzki"
"22",2002,"Shaquille O'Neal"
"23",2002,"Gary Payton"
"24",2002,"Peja Stojakovic"
"25",2002,"Wally Szczerbiak"
"26",2002,"Chris Webber"
