"","Yr","Player"
"1",1968,"Dick Barnett"
"2",1968,"Dave Bing"
"3",1968,"Wilt Chamberlain"
"4",1968,"Dave DeBusschere"
"5",1968,"Hal Greer"
"6",1968,"John Havlicek"
"7",1968,"Gus Johnson"
"8",1968,"Sam Jones"
"9",1968,"Jerry Lucas"
"10",1968,"Willis Reed"
"11",1968,"Oscar Robertson"
"12",1968,"Bill Russell"
"13",1968,"Walt Hazzard"
"14",1968,"Elgin Baylor"
"15",1968,"Zelmo Beaty"
"16",1968,"Bob Boozer"
"17",1968,"Bill Bridges"
"18",1968,"Archie Clark"
"19",1968,"Jim King"
"20",1968,"Don Kojis"
"21",1968,"Rudy LaRusso"
"22",1968,"Clyde Lee"
"23",1968,"Nate Thurmond"
"24",1968,"Jerry West"
"25",1968,"Lenny Wilkens"
