"","Yr","Player"
"1",1967,"Wilt Chamberlain"
"2",1967,"Hal Greer"
"3",1967,"John Havlicek"
"4",1967,"Bailey Howell"
"5",1967,"Jerry Lucas"
"6",1967,"Don Ohl"
"7",1967,"Willis Reed"
"8",1967,"Oscar Robertson"
"9",1967,"Bill Russell"
"10",1967,"Chet Walker"
"11",1967,"Rick Barry"
"12",1967,"Elgin Baylor"
"13",1967,"Bill Bridges"
"14",1967,"Dave DeBusschere"
"15",1967,"Darrall Imhoff"
"16",1967,"Guy Rodgers"
"17",1967,"Jerry Sloan"
"18",1967,"Nate Thurmond"
"19",1967,"Jerry West"
"20",1967,"Lenny Wilkens"
