"","Yr","Player"
"1",2015,"Carmelo Anthony"
"2",2015,"Chris Bosh"
"3",2015,"Jimmy Butler"
"4",2015,"Pau Gasol"
"5",2015,"Al Horford"
"6",2015,"Kyrie Irving"
"7",2015,"LeBron James"
"8",2015,"Kyle Korver"
"9",2015,"Kyle Lowry"
"10",2015,"Paul Millsap"
"11",2015,"Jeff Teague"
"12",2015,"Dwyane Wade"
"13",2015,"John Wall"
"14",2015,"LaMarcus Aldridge"
"15",2015,"Kobe Bryant"
"16",2015,"DeMarcus Cousins"
"17",2015,"Stephen Curry"
"18",2015,"Anthony Davis"
"19",2015,"Tim Duncan"
"20",2015,"Kevin Durant"
"21",2015,"Marc Gasol"
"22",2015,"Blake Griffin"
"23",2015,"James Harden"
"24",2015,"Damian Lillard"
"25",2015,"Dirk Nowitzki"
"26",2015,"Chris Paul"
"27",2015,"Klay Thompson"
"28",2015,"Russell Westbrook"
