"","Tm","W","Yr"
"1","MIA",1,2006
"2","DAL",0.875,2006
"3","DET",0.625,2006
"4","PHO",0.625,2006
"5","CLE",0.4375,2006
"6","LAC",0.4375,2006
"7","SAS",0.4375,2006
"8","NJN",0.3125,2006
"9","LAL",0.1875,2006
"10","CHI",0.125,2006
"11","IND",0.125,2006
"12","SAC",0.125,2006
"13","WAS",0.125,2006
"14","DEN",0.0625,2006
"15","MIL",0.0625,2006
