"","Tm","W","Yr"
"1","CHI",1,1993
"2","PHO",0.866666666666667,1993
"3","SEA",0.666666666666667,1993
"4","NYK",0.6,1993
"5","HOU",0.4,1993
"6","SAS",0.333333333333333,1993
"7","CHO",0.266666666666667,1993
"8","CLE",0.2,1993
"9","LAC",0.133333333333333,1993
"10","LAL",0.133333333333333,1993
"11","NJN",0.133333333333333,1993
"12","UTA",0.133333333333333,1993
"13","BOS",0.0666666666666667,1993
"14","IND",0.0666666666666667,1993
"15","POR",0.0666666666666667,1993
