"","Tm","W","Yr"
"1","LAL",1,2010
"2","BOS",0.9375,2010
"3","ORL",0.625,2010
"4","PHO",0.625,2010
"5","CLE",0.375,2010
"6","ATL",0.25,2010
"7","SAS",0.25,2010
"8","UTA",0.25,2010
"9","MIL",0.1875,2010
"10","DAL",0.125,2010
"11","DEN",0.125,2010
"12","OKC",0.125,2010
"13","POR",0.125,2010
"14","CHI",0.0625,2010
"15","MIA",0.0625,2010
