"","Tm","W","Yr"
"1","LAL",1,1972
"2","NYK",0.75,1972
"3","MIL",0.5,1972
"4","BOS",0.416666666666667,1972
"5","ATL",0.166666666666667,1972
"6","BLB",0.166666666666667,1972
"7","GSW",0.0833333333333333,1972
