"","Tm","W","Yr"
"1","POR",1,1977
"2","PHI",0.714285714285714,1977
"3","HOU",0.428571428571429,1977
"4","BOS",0.357142857142857,1977
"5","GSW",0.357142857142857,1977
"6","LAL",0.285714285714286,1977
"7","WSB",0.285714285714286,1977
"8","DEN",0.142857142857143,1977
"9","CHI",0.0714285714285714,1977
"10","CLE",0.0714285714285714,1977
"11","DET",0.0714285714285714,1977
