"","Tm","W","Yr"
"1","GSW",1,2017
"2","CLE",0.8125,2017
"3","BOS",0.5625,2017
"4","SAS",0.5,2017
"5","WAS",0.4375,2017
"6","HOU",0.375,2017
"7","TOR",0.25,2017
"8","UTA",0.25,2017
"9","LAC",0.1875,2017
"10","ATL",0.125,2017
"11","CHI",0.125,2017
"12","MEM",0.125,2017
"13","MIL",0.125,2017
"14","OKC",0.0625,2017
