"","Tm","W","Yr"
"1","LAL",1,1988
"2","DET",0.933333333333333,1988
"3","DAL",0.666666666666667,1988
"4","BOS",0.6,1988
"5","ATL",0.4,1988
"6","UTA",0.4,1988
"7","DEN",0.333333333333333,1988
"8","CHI",0.266666666666667,1988
"9","CLE",0.133333333333333,1988
"10","MIL",0.133333333333333,1988
"11","SEA",0.133333333333333,1988
"12","WSB",0.133333333333333,1988
"13","HOU",0.0666666666666667,1988
"14","NYK",0.0666666666666667,1988
"15","POR",0.0666666666666667,1988
