"","Tm","W","Yr"
"1","MIA",1,2012
"2","OKC",0.8125,2012
"3","BOS",0.6875,2012
"4","SAS",0.625,2012
"5","PHI",0.4375,2012
"6","IND",0.375,2012
"7","LAL",0.3125,2012
"8","LAC",0.25,2012
"9","DEN",0.1875,2012
"10","MEM",0.1875,2012
"11","ATL",0.125,2012
"12","CHI",0.125,2012
"13","NYK",0.0625,2012
"14","ORL",0.0625,2012
