"","Tm","W","Yr"
"1","SAS",1,2003
"2","NJN",0.875,2003
"3","DAL",0.625,2003
"4","DET",0.5,2003
"5","SAC",0.4375,2003
"6","LAL",0.375,2003
"7","PHI",0.375,2003
"8","BOS",0.25,2003
"9","ORL",0.1875,2003
"10","POR",0.1875,2003
"11","IND",0.125,2003
"12","MIL",0.125,2003
"13","MIN",0.125,2003
"14","NOH",0.125,2003
"15","PHO",0.125,2003
"16","UTA",0.0625,2003
