"","Tm","W","Yr"
"1","BOS",1,1984
"2","LAL",0.933333333333333,1984
"3","PHO",0.6,1984
"4","MIL",0.533333333333333,1984
"5","NYK",0.4,1984
"6","NJN",0.333333333333333,1984
"7","UTA",0.333333333333333,1984
"8","DAL",0.266666666666667,1984
"9","ATL",0.133333333333333,1984
"10","DEN",0.133333333333333,1984
"11","DET",0.133333333333333,1984
"12","PHI",0.133333333333333,1984
"13","POR",0.133333333333333,1984
"14","SEA",0.133333333333333,1984
"15","WSB",0.0666666666666667,1984
