"","Tm","W","Yr"
"1","LAL",1,2001
"2","PHI",0.8,2001
"3","MIL",0.666666666666667,2001
"4","SAS",0.466666666666667,2001
"5","CHO",0.4,2001
"6","TOR",0.4,2001
"7","DAL",0.266666666666667,2001
"8","SAC",0.2,2001
"9","NYK",0.133333333333333,2001
"10","UTA",0.133333333333333,2001
"11","IND",0.0666666666666667,2001
"12","MIN",0.0666666666666667,2001
"13","ORL",0.0666666666666667,2001
"14","PHO",0.0666666666666667,2001
