"","Tm","W","Yr"
"1","SEA",1,1979
"2","PHO",0.75,1979
"3","WSB",0.75,1979
"4","SAS",0.583333333333333,1979
"5","ATL",0.416666666666667,1979
"6","PHI",0.416666666666667,1979
"7","LAL",0.25,1979
"8","DEN",0.0833333333333333,1979
"9","KCK",0.0833333333333333,1979
"10","POR",0.0833333333333333,1979
