"","Tm","W","Yr"
"1","GSW",1,2018
"2","CLE",0.75,2018
"3","BOS",0.6875,2018
"4","HOU",0.6875,2018
"5","NOP",0.3125,2018
"6","PHI",0.3125,2018
"7","UTA",0.3125,2018
"8","TOR",0.25,2018
"9","IND",0.1875,2018
"10","MIL",0.1875,2018
"11","OKC",0.125,2018
"12","WAS",0.125,2018
"13","MIA",0.0625,2018
"14","MIN",0.0625,2018
"15","SAS",0.0625,2018
