"","Tm","W","Yr"
"1","SAS",1,2014
"2","MIA",0.8125,2014
"3","IND",0.625,2014
"4","OKC",0.625,2014
"5","LAC",0.375,2014
"6","WAS",0.375,2014
"7","BRK",0.3125,2014
"8","POR",0.3125,2014
"9","ATL",0.1875,2014
"10","DAL",0.1875,2014
"11","GSW",0.1875,2014
"12","MEM",0.1875,2014
"13","TOR",0.1875,2014
"14","HOU",0.125,2014
"15","CHI",0.0625,2014
