"","Tm","W","Yr"
"1","LAL",1,1987
"2","BOS",0.866666666666667,1987
"3","DET",0.666666666666667,1987
"4","SEA",0.466666666666667,1987
"5","MIL",0.4,1987
"6","HOU",0.333333333333333,1987
"7","ATL",0.266666666666667,1987
"8","GSW",0.266666666666667,1987
"9","PHI",0.133333333333333,1987
"10","UTA",0.133333333333333,1987
"11","DAL",0.0666666666666667,1987
"12","IND",0.0666666666666667,1987
"13","POR",0.0666666666666667,1987
