"","Tm","W","Yr"
"1","DAL",1,2011
"2","MIA",0.875,2011
"3","CHI",0.5625,2011
"4","OKC",0.5625,2011
"5","MEM",0.4375,2011
"6","ATL",0.375,2011
"7","BOS",0.3125,2011
"8","LAL",0.25,2011
"9","NOH",0.125,2011
"10","ORL",0.125,2011
"11","POR",0.125,2011
"12","SAS",0.125,2011
"13","DEN",0.0625,2011
"14","IND",0.0625,2011
"15","PHI",0.0625,2011
