"","Tm","W","Yr"
"1","GSW",1,1975
"2","WSB",0.666666666666667,1975
"3","CHI",0.583333333333333,1975
"4","BOS",0.5,1975
"5","SEA",0.333333333333333,1975
"6","BUF",0.25,1975
"7","HOU",0.25,1975
"8","KCO",0.166666666666667,1975
"9","DET",0.0833333333333333,1975
"10","NYK",0.0833333333333333,1975
