"","Tm","W","Yr"
"1","LAL",1,1980
"2","PHI",1,1980
"3","SEA",0.583333333333333,1980
"4","BOS",0.416666666666667,1980
"5","MIL",0.25,1980
"6","PHO",0.25,1980
"7","HOU",0.166666666666667,1980
"8","ATL",0.0833333333333333,1980
"9","KCK",0.0833333333333333,1980
"10","POR",0.0833333333333333,1980
"11","SAS",0.0833333333333333,1980
