"","Tm","W","Yr"
"1","MIA",1,2013
"2","SAS",0.9375,2013
"3","IND",0.6875,2013
"4","MEM",0.5,2013
"5","GSW",0.375,2013
"6","NYK",0.375,2013
"7","CHI",0.3125,2013
"8","OKC",0.3125,2013
"9","BRK",0.1875,2013
"10","ATL",0.125,2013
"11","BOS",0.125,2013
"12","DEN",0.125,2013
"13","HOU",0.125,2013
"14","LAC",0.125,2013
