"","Tm","W","Yr"
"1","NYK",1,1973
"2","LAL",0.75,1973
"3","BOS",0.583333333333333,1973
"4","GSW",0.416666666666667,1973
"5","CHI",0.25,1973
"6","ATL",0.166666666666667,1973
"7","MIL",0.166666666666667,1973
"8","BLB",0.0833333333333333,1973
