"","Tm","W","Yr"
"1","TOR",1,2019
"2","GSW",0.875,2019
"3","MIL",0.625,2019
"4","POR",0.5,2019
"5","DEN",0.4375,2019
"6","PHI",0.4375,2019
"7","HOU",0.375,2019
"8","BOS",0.3125,2019
"9","SAS",0.1875,2019
"10","LAC",0.125,2019
"11","BRK",0.0625,2019
"12","OKC",0.0625,2019
"13","ORL",0.0625,2019
"14","UTA",0.0625,2019
