"","Tm","W","Yr"
"1","BOS",1,2008
"2","LAL",0.875,2008
"3","DET",0.625,2008
"4","SAS",0.5625,2008
"5","CLE",0.4375,2008
"6","NOH",0.4375,2008
"7","UTA",0.375,2008
"8","ORL",0.3125,2008
"9","ATL",0.1875,2008
"10","HOU",0.125,2008
"11","PHI",0.125,2008
"12","WAS",0.125,2008
"13","DAL",0.0625,2008
"14","PHO",0.0625,2008
"15","TOR",0.0625,2008
