"","Tm","W","Yr"
"1","LAL",1,2009
"2","ORL",0.8125,2009
"3","CLE",0.625,2009
"4","DEN",0.625,2009
"5","BOS",0.4375,2009
"6","HOU",0.4375,2009
"7","DAL",0.3125,2009
"8","ATL",0.25,2009
"9","CHI",0.1875,2009
"10","MIA",0.1875,2009
"11","PHI",0.125,2009
"12","POR",0.125,2009
"13","NOH",0.0625,2009
"14","SAS",0.0625,2009
"15","UTA",0.0625,2009
