"","Tm","W","Yr"
"1","LAL",1,1982
"2","PHI",1,1982
"3","BOS",0.583333333333333,1982
"4","SAS",0.333333333333333,1982
"5","SEA",0.25,1982
"6","WSB",0.25,1982
"7","MIL",0.166666666666667,1982
"8","PHO",0.166666666666667,1982
"9","DEN",0.0833333333333333,1982
"10","HOU",0.0833333333333333,1982
