"","Tm","W","Yr"
"1","LAL",1,2002
"2","NJN",0.733333333333333,2002
"3","SAC",0.666666666666667,2002
"4","BOS",0.6,2002
"5","CHO",0.266666666666667,2002
"6","DAL",0.266666666666667,2002
"7","DET",0.266666666666667,2002
"8","SAS",0.266666666666667,2002
"9","IND",0.133333333333333,2002
"10","PHI",0.133333333333333,2002
"11","SEA",0.133333333333333,2002
"12","TOR",0.133333333333333,2002
"13","ORL",0.0666666666666667,2002
"14","UTA",0.0666666666666667,2002
