"","Tm","W","Yr"
"1","MIL",1,1971
"2","BLB",0.666666666666667,1971
"3","NYK",0.583333333333333,1971
"4","LAL",0.416666666666667,1971
"5","CHI",0.25,1971
"6","PHI",0.25,1971
"7","ATL",0.0833333333333333,1971
"8","SFW",0.0833333333333333,1971
