"","Tm","W","Yr"
"1","BOS",1,1974
"2","MIL",0.916666666666667,1974
"3","NYK",0.416666666666667,1974
"4","CHI",0.333333333333333,1974
"5","CAP",0.25,1974
"6","DET",0.25,1974
"7","BUF",0.166666666666667,1974
"8","LAL",0.0833333333333333,1974
